A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-4.3555512419113;-0.8163008888286998	0.22228882201525996;1.01304735342074	-5.689292076644721;-2.0433809110352796	0.03225613796422;1.03374784936778	#	0.03489358386176;1.22998092710624	-6.696303408620199;-3.3515858092798	0.47297578451275;0.91041102548525	#	#	-6.8416163626575495;-4.27457936816245	0.35209753140234;1.12615865237966	-6.547670913679751;-4.92227019930025	0.4512581640045801;0.94598103382342	#	#	-7.3250327731397;-4.202131895220299	#	-7.3219990740383505;-3.2646510544616505	#	#	#	#	#	#	#	-7.9999348270195005;-3.5967791908804996	#	-6.80247440448105;-4.834516040378951	#	-8.1414758849232;-3.8303716045967997	#	#	#	#	0.5224627014351699;1.0423984446168302	-7.6841659503414;-4.1408225761386	#	-7.084142242153;-5.259062678407	#	-8.0101566000647;-5.3074652975153	#	-8.4971561418938;-5.3176239194462	#	-8.513341642796199;-5.1543083080638	#	-7.6764474950768005;-5.8390639394832	#	-8.1025876683584;-5.3929815142616	0.20408835569919992;1.1723537951548	-8.022351097731999;-5.419722573107999	0.20544515526122004;1.0727413273047801	-7.991323815753001;-5.611397891607	0.09202840560807996;1.09010525431792	#	0.24666873133498501;0.808718138313015	-9.5718240877908;-5.6078225795092	#	-10.3741552729275;-6.231679572892499	#	#	-0.2536902009794754;0.9099557361654753	#	-0.30454719977508005;0.9049690766450801	-10.6959545393055;-7.6759154709545	#	-10.479155393022;-8.009117391058	-0.122420533909945;1.186423134139945	-10.2401884557095;-8.914551660810499	-0.07637993701916546;1.2277840035971654	#	#	-10.720361719275001;-9.270862713305	0.3133323772750375;0.7823518491009626	-10.56750730078625;-9.528474094613749	0.003686172018959488;1.0647942902270406	#	#	-11.1373742939093;-9.7438125660907	0.22919968020333495;0.674529880518665	residential_area	1.0	1.0	1	9.0	49884	49878	0.5625	9.0	1	1
#	#	#	-0.20492673828051494;0.84728684874784	-3.3216862062454;-1.1251654554346	-0.21994540052888;0.84235446013288	#	-0.28631371356870006;0.8685153225987	#	#	-10.011106148580488;-1.9299530195125496	#	-6.212907243243;-2.9241523639667495	#	#	#	#	-0.14987715692159997;0.3358732164422249	-6.37101004438755;-4.51425756085245	#	-6.2939824109066;-3.0405175702134004	#	#	#	#	#	-8.523132642807653;-3.4707909588304995	#	-6.324461401373591;-3.9042250940036003	-0.3745708907896549;0.797021086326715	-7.11434947447125;-5.43032436496875	-0.1781199528345201;0.73539133457252	#	-0.11683490936735502;0.6650851283853549	#	#	#	#	#	-0.4792074080752601;0.49885106313971006	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.15584113165177998;0.69852813682222	#	#	#	-0.06611745776535438;1.2109414974590185	-9.4901534704951;-6.476427900028099	#	#	-0.175632776362025;1.2647959349700248	#	#	#	0.23997343665281706;0.8826049436231831	#	#	-9.97409806155;-7.586687934070001	#	-10.268445836608052;-7.8978684062661	#	#	#	-10.631611703217999;-8.592253077142	#	car	0.13168724279835387	0.6666666666666666	1	18.666666666666668	49972	49879	0.3	18.666666666666668	2	3
-1.5590803670953504;1.180559077738975	-0.163407675253892;0.651353941948456	#	#	#	#	-6.2808067579275;-1.6353656477325003	-0.08305811678699998;0.6168382687689999	#	#	-7.59577270183895;-1.9299530195125496	#	#	-0.25025582879685;0.79627331889685	#	-0.242584155772685;0.843863469678685	#	-0.14987715692159997;0.3358732164422249	#	#	#	#	-7.5534319370789005;-4.3378521634811	-0.34578066968384014;0.8913952556918401	#	-0.10537012110981508;0.78019694165993	-8.523132642807653;-5.1600198354877	#	#	#	#	#	-8.0971296720549;-4.1259299348451	#	#	#	#	-0.3629778750282301;0.8515313901462301	-7.863825898626001;-4.889622165114	-0.29448150897180003;0.49885106313971006	#	#	-10.42822665367791;-4.1907233102792	-0.19370694145236;0.71845721303514	#	#	-8.8365804902736;-6.8023344108664	-0.18474662430560496;1.234133613785605	#	#	#	#	-9.31755701195375;-5.68155907228625	#	#	#	#	#	#	0.09619492548751002;0.8293298804495921	#	-0.06611745776535438;0.9215402717637196	-9.4901534704951;-8.033774608744901	0.09236895057943995;0.99950615789456	-9.94994935742225;-7.294397762837749	0.44510079068385033;1.2647959349700248	-10.0649647213505;-7.0724186805095	#	-10.18686108482085;-8.02165431981915	#	-10.4913439047555;-7.6333844839845	0.0007397439437994979;1.0124338799831705	#	0.5300417615764139;0.8154613390639626	-10.4746707575739;-7.8978684062661	#	-9.3653082040278;-8.3647368194122	-0.005464300296680102;1.20847323251468	#	#	car	1.0	1.0	1	24.5	49972	49879	0.4375	24.5	2	2
#	-0.008752384248191969;0.6238544408761919	#	#	#	#	-9.0619545169715;-5.6552977028285	#	#	0.055610460441750026;0.50526013754825	-10.312885912601649;-6.19368701445835	#	#	#	-10.9702799430904;-6.252851857829601	#	#	#	-11.0786306346929;-6.5399023416071	#	#	-0.04591883730914004;0.59282912498714	-10.6912595223333;-7.2131834406866995	-0.3708931555344001;0.9216787067984	#	#	#	-0.05906516504216;0.53217909430816	#	0.007488996117155006;0.461787223284845	-10.0461665133516;-7.8906143731883995	#	#	#	#	-0.21542381030138005;0.5044872187193801	-9.897551658695;-8.160618632125	#	-10.051979105381;-8.091708462839	#	-11.4891980794588;-6.963761479841201	-0.61920779595133;0.97763240162133	#	#	#	-0.22988886135167003;0.5712946409756701	#	#	#	-0.3850820064335201;0.7553195111475202	#	#	#	-0.47939433927850006;0.8112222754325	-11.3632073938;-8.105141257420001	#	-11.75755006667735;-7.855486081962649	#	#	-0.20785623882827006;0.42474953751427	-11.6878976498772;-8.147174295362799	#	#	#	#	-0.43736969592638497;0.618944692383785	-10.700738360098;-9.370717897502	-0.2570344150114995;0.4347829523862995	-10.639934124022899;-9.4910489017771	#	#	-0.27319259665805545;0.42796285309425547	#	-0.19109818561591801;0.33420362282911803	#	-0.39166339571513403;0.543550538976734	#	-0.20583928899696802;0.34910358314536805	#	-0.136477110018075;0.275865668051675	home	1.0	1.0	1	6.0	49908	49880	0.4125	6.0	2	2
#	-0.09248523569107997;0.77016043493308	#	#	-5.1238447430348;-3.1713818534251996	#	#	#	#	#	#	-0.012221996409180036;0.9637681126491799	-6.20716018340775;-2.417407355510881	#	#	#	#	#	-6.3562735579047;-1.6825550281064503	#	#	-0.3246109082312801;0.70475694323695	#	#	-4.80278732440685;-3.7739849043435005	-0.054509371481495095;0.820197726509815	#	-0.19407683018970007;0.74522785580505	#	#	-7.90240084120345;-3.25449153897655	#	#	#	#	#	-6.4562379295564005;-3.6875764490753995	#	-7.417130385315;-4.447315567305999	-0.19642639135685008;0.7951558678388502	-7.1162466432021;-4.0364356240179	#	-8.398934018955;-3.7231513388849997	-0.33191120317114503;0.96935825335336	-8.38136163315945;-4.11005701422705	#	#	#	#	#	-8.6208388972932;-5.7579475202068	-0.25279460210441007;0.75905093194641	-7.9898506485487495;-5.67603377785125	-0.16210807811388006;0.90480165671388	#	#	-8.5854506814163;-5.240824408803699	-0.47172171918175;0.9578294679628	#	#	#	#	#	#	-9.56151517367625;-6.419449207465501	#	#	0.23356075897567347;0.9627736597463266	-10.85883224088395;-8.07499497159605	-0.1616606975657695;1.3198293429757255	-10.3661465613178;-8.8712139412222	-0.3658312183193109;0.8170931399367585	-11.35659169981;-9.48076945679	#	#	0.15799246652074778;1.071132644544229	-10.6238452155187;-8.538510556309749	-0.10260300924396004;0.5910755809339601	-11.0478160464785;-9.5182970769215	#	city_center	1.0	1.0	1	19.0	49950	49881	0.425	19.0	2	2
#	#	-4.1964272678585;-1.47510814915898	#	#	0.01955596644273999;0.8998557867510599	#	0.014404170126150029;1.2917150737658498	-5.91591594232475;-2.66020099077525	#	#	0.11506110122678992;0.97325930057121	-6.48124961377575;-2.9294480527242506	#	#	#	-6.0280196347928;-4.167568047947199	#	#	#	-6.076836690955201;-4.2177139248448	#	#	#	#	#	-6.8095545430477;-2.8128440425522996	-0.33848781518125;0.8932710584652499	#	#	-7.19467203453245;-3.8939828199075497	0.03496676546540001;0.83638577898856	#	0.039504083104909965;0.47205559335109004	#	#	#	#	-7.162770965132999;-2.633869825467	-0.28657654507758;0.7270408754335801	#	-0.38011187803571;0.59452670409535	-6.273949560945;-4.2134985330326	#	-6.57686206897725;-4.98204798095925	#	-8.2337261717736;-3.6869938084887997	#	#	-0.22645430595476004;0.6127090749067601	-7.5278434966852;-5.3156092507548	#	#	#	-11.008679604009398;-4.596432205159401	#	-7.91385546610695;-5.99379223553305	#	#	#	#	#	#	-0.30655394678775505;0.713975411441755	#	#	-9.7013730964015;-6.6254578375765005	#	#	#	-10.4391233295822;-7.537195302337801	#	#	-0.3901576154942581;0.8855753478722581	#	#	-9.6646510588509;-8.4496715203891	#	#	#	library	0.0	0.0	1	25.666666666666668	49883	49883	0.35	25.666666666666668	0	3
-3.0067592659408;-0.04705049940909989	#	-4.46996374948102;-0.9411494414215	#	-5.1008523009475;-2.0501290359324997	0.18612306786894;0.8992730385532599	#	#	#	-0.04952993634949998;0.8497694178635	#	-0.10766075748773002;0.9524664299377301	#	#	#	#	#	-0.3629217674840799;1.0360039694810799	-6.8440321617125;-3.4056016366475	#	#	#	-6.1025288971186;-4.3963028948014005	-0.30104911363136005;0.9816485763467601	-7.4264023711607505;-3.09151117369925	-0.013034847829890062;0.61594158912189	#	#	#	#	#	-0.27287792714856013;0.5243478122906	-6.975678833674801;-2.3987028653652	#	#	#	-7.403859957034201;-3.7215619407058	#	#	#	-8.0952181209811;-4.3868742407389	-0.17108160980935003;0.7354888079397099	-8.7645936749674;-4.715355334255	-0.42916719655803504;0.817772179880035	-7.88890375140075;-4.3159742475227505	-0.05829683680177;0.39454601233977	#	-0.54731519331287;0.93151773089487	#	#	#	#	#	-0.3020414796167;0.6444107045047001	-7.0074011460806;-4.946126736890999	#	#	-0.57408103264484;0.9287445201348399	#	-0.24292667108781202;0.588498063533812	-9.6601858104461;-6.5880876057939	-0.5954146376893623;0.9356984375013624	#	#	#	-0.3706074802646321;0.704912624196632	-9.5230024168035;-7.3738372868585	-0.35419737253595607;0.6928775619039561	#	-0.12200392269758148;0.5773303642995815	#	#	#	#	-10.2502100011777;-7.507162336882301	#	#	#	#	#	library	0.0	0.0	1	29.0	49883	49883	0.4125	29.0	0	4
-5.807926600006676;-0.88027342854835	-0.030022381629740025;0.958514182293136	#	-0.16426489362154995;1.18389702557555	-5.01522422774495;-3.0017468728350494	0.11937597749588003;1.2219492035358	#	#	-6.3339186959715;-3.1333906839482495	0.007206313340875015;1.121744797942875	#	#	-7.3733055099835;-3.6409038695565004	#	#	#	#	-0.2955188275675599;1.553495355855	#	#	#	0.013883091841170092;1.38531254030083	#	#	-6.571901521194601;-3.1039885632254003	0.22268347587501486;0.981155061610985	#	#	-7.1368695643177995;-3.3052605882671005	#	#	0.2290364208547;1.13161704281268	#	#	#	#	-6.5679026938464;-4.5720400324426	#	#	#	#	#	#	0.35366657738253;1.29899037349091	#	#	-8.621494443232;-4.5019347305108	#	#	#	#	-0.05824027603866999;1.24270398202667	-7.82625676707325;-5.90909421706675	0.4840325637596599;1.18956964646834	-8.683649043424799;-5.186576151718	#	#	#	-9.3438248070394;-7.422478753261601	#	#	#	#	#	-11.444546194094;-7.232147121756749	-0.004703183808897005;1.9921568829709084	#	#	#	-0.21843769748496245;1.1991318031849625	#	0.17036346088543258;1.177354698220251	-11.534519629425;-9.402903444175001	#	#	#	-11.81115299881565;-9.74726305252295	#	#	#	residential_area	0.0009765625	0.25	1	14.0	49944	49884	0.35	14.0	1	4
#	#	#	#	#	0.5580117906222;0.71691964911812	#	#	#	0.5856240290851251;1.2340615485036248	#	0.55584470411357;0.93235944342402	#	0.47366873326975;1.9007539346702498	-7.4671535604216;-2.9409725596984	#	#	#	#	0.30748919533105;1.34144477379495	-5.1636787204784;-3.4373504376615998	#	-6.3033820773157005;-3.8752912278642997	#	#	0.30247762421861996;0.9999347050585901	-6.608988263078301;-2.4767960507016995	0.07453603331184;0.66578029266216	#	0.23311688935522867;1.068622464148075	#	#	-7.2839316291795;-4.2550504736805	#	#	#	-7.4206101960174005;-3.6512142371031997	0.18093588939440003;1.08318984347226	#	#	#	0.28040264905896994;1.22100714899903	#	#	#	#	-8.242322682969201;-5.668556586028	0.19886337460273995;1.23804326728926	-8.2673191763882;-5.3019165882292	#	#	#	#	#	#	#	#	#	#	-0.1506732105008961;1.01158805507005	-10.6011019753319;-6.5121825422612005	#	-11.305868237075801;-9.65560902685565	-0.2544354807142751;1.435398764234105	#	#	-9.033334227556242;-8.411725374	-0.13805764908637197;1.318910265923529	#	#	-11.420713812808401;-8.4372599453877	#	#	#	-11.54829836537115;-8.76368937282885	#	#	#	#	#	residential_area	0.1	1.0	1	12.2	49884	49884	0.3375	12.2	0	0
-2.1412581883207;1.180559077738975	-0.06357926655960977;0.877749169771496	-4.8975278373116105;-0.7075970143259496	#	#	-0.24202654522071998;0.85347018608672	-5.8119870670594;-3.4582969045606	#	-7.510671458428454;-4.11231243721381	#	-7.59577270183895;-1.9299530195125496	-0.016695502805730067;1.04343168461973	#	-0.05015839423945995;0.5497553912517509	#	#	-7.321512059818501;-4.9959475762615	-0.35979287496327994;0.82190822385528	-8.71805287583315;-5.210853740266851	#	-8.4717047627628;-3.0790007484750985	#	-8.1769583483304;-4.3378521634811	#	#	#	-9.7388443488113;-4.9292435770287	0.04545599268361;1.17867415643839	-9.431811652016599;-4.8172885913634	#	#	#	#	#	#	#	-9.3826110344156;-5.6308356970244	#	#	-0.14538940240490003;0.5156654370589	#	#	-9.0556051801968;-5.6205598464106	-0.3925412231661501;0.9929469728761502	#	#	-8.931852264608;-6.9632270264719995	#	-9.0534997656364;-6.9890379339435995	#	-14.753493010955324;-8.091864040991748	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-10.212678848977651;-8.40097522928235	#	#	0.192348362487161;0.685052192042839	#	#	#	-0.057446466104688065;1.0217043684340406	#	0.18168032266448797;1.070275877108232	#	#	car	1.0	1.0	1	23.5	49980	49885	0.35	23.5	4	4
#	-0.110931718404156;0.8523559471261559	#	0.04664450250246005;0.93088718232202	-5.450530921869451;-1.60661960795055	#	-6.7615759225149;-2.2400132419251007	-0.22093178683165;0.77642056258565	#	0.020020028695624997;0.486963924152375	#	#	-6.2055880754684996;-4.53375707836775	-0.31407560363688;0.9037037682248801	#	#	-7.2401645545836;-3.6493939711612997	#	#	#	#	0.11744270198714996;0.98340545216441	-7.8962141931204;-3.6962732643396	#	-7.047151985882;-4.379526633598	-0.19283902786983503;0.7506256275578351	#	#	#	#	-7.94794755637225;-4.91670235926775	#	-8.0895842283962;-5.2626284832638	-0.07285408106907504;0.8421587290670751	#	#	#	#	#	#	#	#	-8.7047713735424;-5.712270458297601	#	#	#	-8.7284509673268;-5.2505463799531995	#	#	#	-9.4550559874726;-5.0956532087274	-0.12973916531042;0.65495737130042	-8.47233725670875;-6.158520386011251	-0.12068224443314007;0.92901926886514	-8.1116086532678;-6.0916076487122	#	#	0.18467613698875002;0.7064905650372499	#	#	#	-0.03229536164303187;0.9476170064790319	-11.0724747755875;-7.0269779373925	#	#	#	#	#	-10.6641368644358;-8.3663664199442	#	#	#	-10.032416381485001;-8.753446670335	0.0688472976275935;0.9881254624064064	#	#	#	0.09208279840391997;0.87247121235408	-10.0155552913471;-9.88196589255849	0.04972944173651006;1.0723395313494901	bus	0.1	1.0	1	26.0	49887	49887	0.4	26.0	0	0
#	-0.6681963671966615;0.8523559471261559	#	0.04664450250246005;0.93088718232202	-5.450530921869451;-1.60661960795055	#	-6.7615759225149;-2.2400132419251007	-0.22093178683165;0.77642056258565	#	0.020020028695624997;0.486963924152375	#	#	-6.2055880754684996;-4.53375707836775	-0.31407560363688;0.9037037682248801	#	#	-7.2401645545836;-3.6493939711612997	-0.16649206540292005;0.87960398928892	#	#	#	0.11744270198714996;0.98340545216441	-7.8962141931204;-3.6962732643396	#	-7.047151985882;-4.379526633598	-0.19283902786983503;0.7506256275578351	#	#	#	#	-7.94794755637225;-4.91670235926775	#	-8.0895842283962;-5.2626284832638	-0.07285408106907504;0.8421587290670751	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-9.4550559874726;-5.0956532087274	-0.12973916531042;0.65495737130042	-8.47233725670875;-6.158520386011251	#	-8.1116086532678;-6.0916076487122	#	#	0.18467613698875002;0.7064905650372499	#	#	#	-0.03229536164303187;0.9476170064790319	-11.0724747755875;-7.0269779373925	#	#	#	#	#	-10.6641368644358;-8.3663664199442	#	#	#	-10.032416381485001;-8.753446670335	0.0688472976275935;0.9881254624064064	#	#	#	0.09208279840391997;0.87247121235408	-10.0155552913471;-9.88196589255849	0.04972944173651006;1.0723395313494901	bus	0.1	1.0	1	26.0	49887	49887	0.375	26.0	0	0
#	#	#	#	#	#	-7.9063247483581;-4.4087884518854	#	#	0.6075563603983751;1.524149932961625	#	#	#	0.71538941956111;1.9902521994788902	#	0.7627033578701501;1.28005936998985	#	#	#	#	#	0.6678205336612799;1.26899508641072	-8.3155961377708;-6.478121981429199	#	-9.355005485687201;-5.0868049220328	#	-7.6680731461029;-6.775996738130715	#	#	#	-9.427572810912851;-5.58799556124715	#	-9.8485523513937;-3.1271250989760833	#	-8.8190651175076;-5.2198667772102	0.6153157302355299;1.29523170208847	#	#	-9.613845085833;-5.914920850501001	#	#	0.30619641635391;0.94055759073209	#	0.378940272964745;1.338636302834035	#	-0.12827372989392682;1.9261844135607231	#	#	-8.7100805933572;-6.7924259203436	-0.9399961287032247;2.357078470139698	#	#	-8.2095720176805;-6.4907366280195	#	#	#	#	#	#	#	#	#	-10.9364965754306;-7.5922191891894	#	#	#	#	#	#	0.29407287887261396;0.8232988257893861	#	#	#	-0.1589702552237396;1.0980019292697396	#	#	#	-0.04950186547856006;1.0777258435605601	-11.5965543101072;-9.421238442292799	#	home	0.08104606615295776	0.9545454545454546	1	21.2883072	49888	49888	0.3	21.2883072	0	0
#	#	#	#	#	#	-7.9063247483581;-4.4978014325351	0.06665199169760005;1.3264654856984	-8.27976682162175;-5.26976620603825	#	#	#	#	#	#	0.7627033578701501;1.28005936998985	#	#	#	#	#	#	#	#	#	#	#	#	-9.3669640782668;-5.0238835505932	#	#	#	#	#	#	#	#	#	-8.010382571839001;-5.760899340147	#	-9.876718364934;-5.2959892628154	0.16356398686629003;1.27916467284171	#	0.09169692639596494;1.5467088953432548	#	#	-9.8694756977012;-4.9365924408856	#	-8.8568877520364;-6.7924259203436	#	#	0.62160661672339;1.22045397361061	#	#	#	#	#	#	-10.5635106397543;-7.9675592010657	0.11986873414842592;1.634127203956218	#	-0.4054940236853759;1.2399905203956474	#	#	#	#	-11.116871470891;-7.9818232376289995	#	-11.772090017184219;-9.12761703986215	#	#	#	-11.795782368528105;-8.5249991776725	#	#	#	#	#	-10.672301579429966;-9.421238442292799	#	home	0.08104606615295776	0.9545454545454546	1	21.224	49888	49888	0.2375	21.224	0	0
#	0.06856974735462001;0.57177972188538	#	#	#	#	#	#	-5.423287277464669;-3.2258280630240006	#	#	#	#	-0.23450436689618998;0.9455039533265499	#	#	#	#	#	-0.21375445519752512;0.9369380434155251	-7.1035287863608;-4.61047917418	-0.17829580431301995;0.7940593274636301	#	#	#	#	-6.1585463338578;-4.3972840794022	-0.03798087007957002;0.90318457063546	#	#	#	0.02542338029673996;0.8899965630212601	#	-0.2700082076425851;0.877916954164585	-8.3475934344628;-3.5005546035614006	#	#	#	#	#	#	-0.50521685577012;1.0697488185481199	#	-0.17096818667970515;1.1947273208477052	-7.6408916013549;-4.1526646768251005	#	#	-0.05815307812489498;0.521389554334895	-7.2982478349574;-4.849127872700986	0.10963499264091991;1.0427006623297816	#	-0.24907346945013015;0.9279713354661301	#	-0.11990812859336003;0.98141804929336	-7.4609460798588;-4.8496631098956	#	-9.34029907646185;-4.81885985607815	-0.10094513529971;0.79080604738416	#	#	#	-0.05365797710848896;0.8854247090084889	#	#	#	#	#	#	-9.9848790938658;-7.687108649374199	#	-10.1788300496742;-9.0356462813658	-0.053190160371567485;0.7995664677055674	-10.405534965185;-8.273918779935	#	#	#	#	#	#	#	grocery_store	0.010240000000000003	0.4	1	25.2	49902	49889	0.3375	25.2	2	5
#	#	#	#	#	#	-5.5931796448311;-0.9384860370942003	0.10007653432895003;0.6075014138570499	#	-0.13540442067175001;0.79848337024175	#	#	#	0.00034003393990006403;0.85008038616819	#	#	#	#	-7.3977927714729;-2.8590644783870998	-0.2189519536895;0.8819697485570751	-7.1813758043666;-2.9868998042592	-0.20163602552763;0.98647989163902	#	#	#	#	#	-0.10318623394728998;0.86579741332129	#	#	#	-0.08328976171132002;0.8456359626863	-6.8496121290007;-4.3591987344793	0.18965522224097997;0.65547992558302	-8.3475934344628;-4.9906138326772	0.05213136501334997;1.0250984606077151	#	-0.24030725487116003;0.74395780525621	-7.375264252775;-5.685375767825	#	-8.6536374428417;-3.861205825689899	#	-6.9938075186234;-5.887033327222991	-0.250221087617025;0.872752812924475	#	-1.012903843834092;1.133232316056795	-8.8721120103952;-1.7554599628097185	#	#	#	-8.089368416425401;-5.291542752454601	#	#	#	-7.3257933735444;-5.7667516889412	#	#	#	#	#	-9.809866027116598;-6.998115127943399	#	#	#	-9.4118829795115;-7.6415152497885	-0.149904287369179;0.9448215332431791	#	#	#	-0.4001558032681655;0.7629589085983735	-10.1788300496742;-9.0356462813658	#	#	-0.027556926207212035;0.9790664210834434	#	-0.31756140491477;0.7870261847492726	#	#	-9.7889811248056;-7.339580074339	#	grocery_store	1.0	1.0	1	29.0	49889	49889	0.3875	29.0	1	1
-4.9422234946507;-3.0364733045292995	0.069173216908204;0.744912325563796	#	#	#	#	#	#	#	0.015549737915749984;0.5853604786877266	-9.0949529992968;-6.2294233310232	#	-8.18033722412525;-6.19373635099475	-0.12420460814486994;1.03649135566087	#	#	#	-0.13184075510852;0.8870233037138	-10.211555135510949;-5.7368544464597	#	#	-0.05058037283333999;1.5515265823301239	#	-0.371069689327;1.209813202121	#	#	-9.5731761403099;-7.3377278942701	#	#	#	#	#	#	#	-8.5445414885836;-6.7261775376164	#	#	#	#	#	-9.7543202216476;-6.5264589718737	#	#	#	-10.54199068542965;-5.665650529229657	#	#	-0.052661099940159994;0.58683421863616	#	-0.3089366738371601;1.28332204882316	#	#	-9.560164834337;-6.651366482603001	#	-10.0604334495826;-8.301077735937401	-0.09632393159202995;1.02777488236403	#	#	#	-0.3905430232702181;0.8565940786622182	#	-0.39706223325330336;0.6032649758713033	#	#	#	0.03669896060613703;0.5936647289878629	#	#	#	#	#	0.0033818267882846087;0.46010976237285395	#	#	#	#	-10.341517472095196;-9.25615430046905	-1.818872904629549;0.611170672769412	#	#	library	0.1	1.0	1	25.5	49890	49890	0.3125	25.5	0	0
#	0.04041836122073206;0.773667181251268	#	#	#	#	#	#	#	0.015549737915749984;0.5853604786877266	-9.0949529992968;-6.2294233310232	#	-8.18033722412525;-6.19373635099475	-0.12420460814486994;1.03649135566087	#	#	#	-0.13184075510852;0.8870233037138	-10.211555135510949;-5.7368544464597	#	#	-0.05058037283333999;1.5515265823301239	#	-0.371069689327;1.209813202121	#	#	-9.5731761403099;-7.3377278942701	#	#	#	#	#	#	#	#	#	#	#	-10.546376788656001;-5.544306873204	#	-9.7543202216476;-6.5264589718737	#	#	#	-10.54199068542965;-5.665650529229657	#	#	-0.052661099940159994;0.58683421863616	#	-0.3089366738371601;1.28332204882316	#	#	-9.560164834337;-6.651366482603001	#	#	#	#	0.14298546676475;0.66479989481325	#	-0.3905430232702181;0.8565940786622182	#	-0.39706223325330336;0.6032649758713033	#	#	#	0.03669896060613703;0.5936647289878629	#	#	#	#	#	0.0033818267882846087;0.46010976237285395	#	#	-10.7732860103442;-9.2770781934558	#	-10.341517472095196;-9.25615430046905	-1.818872904629549;0.611170672769412	#	#	library	0.0	0.0	1	35.0	49890	49890	0.3	35.0	0	1
#	0.09513735821962;0.59834733275038	#	-0.24457826122963494;0.8917296420936349	#	0.09236680961650001;0.5073276926875	#	#	#	#	#	#	#	#	-7.235075305502001;-2.772643332958	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.041702497000699945;0.5975129057227	-9.386067074903;-4.857165935237001	#	-9.6986955858159;-5.2361122723041	#	#	#	#	#	#	#	-8.9681677881584;-6.2585616340616	#	-9.4206334623034;-5.9721506671766	#	#	-0.33871592551162;0.7454020308456201	#	0.14398434746642502;0.872566912067575	#	-0.21688854219022996;1.0145935080042299	-9.0703008455339;-7.3580775561861	#	#	#	#	#	#	#	#	-1.0668155571042481;0.2105953666560692	#	#	#	#	#	-0.5614120927893581;0.7198586846238396	-9.804580224050751;-8.34993373540925	#	#	#	-10.2451838017966;-8.8176327635434	-0.17516328493319505;0.5010788711011951	forest_path	0.1	1.0	1	16.6	49891	49891	0.225	16.6	0	0
-7.520053352566125;-4.457240547013875	#	#	-0.4158257502093449;0.9901145369533448	-9.1398454931396;-5.2349197139204	0.004726524808299992;0.5856717611077	#	-0.2120725667600999;0.8027771922960999	#	#	-9.587014441241;-6.005102355899	0.09647368027653999;0.53398648778546	-8.77459602310825;-7.02879525581175	#	#	-0.23540396369869;0.83379846134869	#	#	#	#	-9.518429545866601;-6.2649647051734005	-0.514841996554277;0.8452534401236	#	#	-9.56377758756845;-6.962842869091551	-0.2594993301211751;0.7579625531831752	#	-0.08340414458309003;0.55711046971309	-10.009536199380449;-7.227250236339549	#	#	#	-10.918069599273801;-7.014178332186201	-0.07300002914074002;0.52591744658474	#	#	-10.863282830703;-7.7368033828769995	#	#	-0.11195292789090003;0.5491019115729	#	-0.35648164042371;0.75911904555171	-11.5252861401094;-7.5976286888506	#	#	#	#	-0.3482200854670151;0.7109440359250151	#	-0.23380289399592002;0.58384347709992	-11.4775125910766;-8.419424074643398	#	-11.175944127576;-9.060454417224	#	#	-0.10342444983334995;0.5210748912533499	#	-0.010152562029800027;0.8247505228478	-11.4460628319626;-8.4634803279374	0.571710707781662;1.0958697796083379	-11.373992391995001;-8.770519337205	#	-11.3518751982455;-9.4639766737545	-0.3413614013968075;1.0004457177568074	-12.14303802373025;-9.07092931626975	-0.180847774629957;0.414529426053957	#	-0.4698114137902099;0.6520545873954099	#	-0.47064337183867044;0.6445113020216704	#	-0.46600704736588694;0.6331014954890869	-11.690518630615;-9.729431740185	-0.5725210546977765;0.7219726875417766	#	-0.18317988225105547;0.3383817351732555	-11.791198476231001;-9.647116937769	#	-11.7042216269574;-10.4126278304426	#	forest_path	1.0	1.0	1	11.0	49968	49892	0.525	11.0	1	1
