A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.037359840629523966;0.856873227722476	#	#	#	#	-7.1678204900185;-4.3805558239015	#	-8.686267275501;-4.509123564078999	#	#	#	#	#	-8.1347330303056;-5.8397680158544	0.08998710104835506;1.43233077289569	#	#	-9.47861481575875;-4.320969028161251	0.593858559997275;1.611137435582725	#	#	#	#	-7.985494457818057;-6.20069970525415	#	-9.3468674272801;-4.8082300792599	#	#	#	#	#	#	#	-8.6553873070166;-6.4873379808633995	-0.17285899950108136;1.408688032742885	-9.0621354221346;-6.352519900685399	0.4609267419789399;1.6115144668810601	#	#	#	#	#	#	#	0.517207053460945;1.544811980359055	-9.789281135231999;-6.4634400562144	#	-8.555022120605377;-6.8965225916142	#	#	#	#	#	-10.463340039219;-6.3092390474672	0.32854136014884994;1.78570648935115	-9.62134888284115;-5.47153480385885	0.03072981805503172;1.7504906915494698	#	1.0934533685507979;1.834505849409202	#	0.2475531279142532;1.431613906061747	#	0.8436143173886999;1.5995619901513	#	#	#	#	#	0.5574933107950151;1.124521111062985	#	#	-11.0829395820125;-7.9707799515475	#	-10.37764309972355;-7.9255247331564505	#	-10.719512525013249;-9.77064564153072	0.5593140276610079;1.565147983418992	#	#	home	0.07638659584000002	0.94	1	12.240429934747937	349920	349920	0.35	12.240429934747937	0	0
-7.788864443146394;-2.881388893974375	#	#	-0.35257640562802;1.21800778849061	#	#	#	#	#	0.48857500309262514;1.5089338857573749	#	#	-8.8284912685465;-5.3368897339535	0.19474616896878005;1.4505811462012201	#	#	-8.9240494715658;-5.0702568988142005	#	#	0.2964160830435749;1.611137435582725	#	0.25152380575021;1.7967098752132498	#	0.54445601096416;2.0023149441312	#	0.7102544599474301;1.48722535265257	#	#	#	#	#	#	-8.673223031851801;-6.1155011672082	0.37385991226427495;1.455238687879725	#	0.386942277433665;1.8812334047468502	#	#	#	#	-8.5794608660025;-7.008128713357499	#	-8.981306719011;-5.7499642845006	#	-8.9063285204514;-6.7629601608586	#	#	#	#	#	-9.52130222771;-6.26801657193	#	#	0.40645486580923995;1.67986325899076	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-10.37764309972355;-6.265527238569064	#	#	#	#	#	home	0.07638659584000002	0.94	1	9.5	349920	349920	0.2375	9.5	0	0
-5.97035020362185;-0.93372470115815	#	#	-0.12301949066792495;0.743656028815925	#	#	-6.6371829627464;-3.2530372083537	#	#	0.09566497425025006;0.7103040390793749	#	0.06574753624288993;0.7556715788531101	-9.901094012286453;-5.72086090520625	#	-6.8819116648776;-4.9056917913224	#	#	0.074660830091;0.65416796997384	#	#	#	-0.15677183042921;0.8013501130152101	-7.397315628729401;-4.070063039577899	-0.3463153362408801;1.274697685965	#	-0.01801169562881505;0.4168385986395127	-7.042892934858826;-5.5621187473213	#	#	#	-8.0830704761215;-6.0622403447185	#	#	#	#	#	-9.662938201468801;-6.2152253799254	#	#	-0.2514609344650701;1.2255815160666903	#	-0.1496717725514901;1.35967033200349	#	-0.40517198024937007;1.13113778644058	-9.4587048839423;-5.7120907798177	#	#	#	#	#	#	-0.05703972756947995;1.42975371021948	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-11.6185725419387;-8.9364875470613	#	#	-0.39020221432616203;0.5853582870717621	-11.2703040098566;-10.1065868189434	-0.3296933133343275;0.4796264378413275	-11.228642446415499;-10.1566016771845	#	-11.9938640184553;-9.9205160819447	-0.502321446905235;0.61595778213212	residential_area	0.03125	0.5	1	27.0	349960	349921	0.3375	27.0	1	2
#	-0.143703804036024;0.833961289338024	-6.6639389585385;-3.4086611321015	#	-7.1926951404681;-2.666449643886783	#	#	#	#	#	#	#	-9.901094012286453;-5.72086090520625	#	#	-0.053042783221699974;0.9816692410176999	#	0.074660830091;0.65416796997384	-8.5420931467681;-3.4532159696719	-0.16962896794897503;1.014416936420975	-7.3467365445926;-4.7572441203674	-0.15677183042921;0.77344938869669	-7.397315628729401;-4.070063039577899	-0.15505836996553174;1.274697685965	#	#	-7.042892934858826;-5.5621187473213	#	#	#	#	#	#	#	-8.6353102148552;-6.3973238136648005	-0.09803210184643518;0.9754271798567951	#	#	#	#	-9.4961468750698;-5.5992431365102	#	-8.840964054553;-6.658932137187	#	#	#	#	0.25800259721982;0.97743483061818	-9.4461815077092;-6.4785176246508005	0.018467702849199963;0.9867331423048	#	#	-10.23347207801525;-6.729692245244749	#	#	#	-10.05082194603595;-6.8920082441240496	-0.46054447349805;0.9505711191419499	-10.6968689084994;-9.2608106658206	#	#	#	#	#	#	-0.15017124618327293;0.9829660067312729	-11.870420898799502;-9.1628792428005	#	#	#	#	-0.27381410432906;0.48419178729506	#	-0.39020221432616203;0.5853582870717621	-11.2703040098566;-10.1065868189434	#	#	#	#	#	residential_area	0.03125	0.5	1	27.0	349960	349921	0.3625	27.0	1	2
-6.107382366196825;-1.138819370523175	0.05652849089935599;0.530983609742644	-5.19587301666362;-3.5031285469163795	#	-5.858632309266;-3.418053697254	0.07806333087956002;0.60921326121044	#	0.05757893346635001;0.70498309010565	#	0.10529235301150003;0.7278842136204999	#	-0.09310363065873006;0.96702355676673	-6.5073775758437495;-4.40037664979625	-0.15743475239452998;0.96520560604053	#	0.07706058594319498;0.749623401698805	#	-0.18499822531075993;1.01607502266876	#	#	#	-0.06633150273249999;0.8730037359385	#	-0.23913245141092004;1.07190472324092	#	#	#	0.017694991978359997;0.74032686451764	#	-0.13498706110577496;0.958693856149775	-7.8130642735328;-4.0408480282472	#	#	0.020067471895295008;0.635621544168705	-8.531856929437799;-3.4264504517221996	-0.037438868800380054;0.68247216022038	-8.5462159984152;-3.8217581661447992	#	-7.2403651554040005;-5.482881131056	-0.030182042724630043;0.65290795805463	-7.3471637176499005;-5.3987118483701	#	#	#	#	-0.1970275638334099;0.8131603304054099	-7.8322668388376;-4.8137081403624	#	#	#	-7.723607612532001;-5.120979087908	-0.23231828478095007;0.9034267024189501	#	#	#	#	-8.07991249477625;-6.53147440560375	-0.24788470676832003;0.92097961206032	#	#	-9.7689398236909;-6.072008085889101	#	-9.2463941098489;-6.3875763441911	-0.14596366445682002;0.91236307741082	#	#	-10.1041034690305;-7.111557428189501	-0.06702170635446153;0.8491688612804615	#	#	-9.8203649902782;-7.797809092501801	#	#	#	-10.73716767012115;-7.95255867757885	0.09083363255819699;0.7023196667798031	#	#	#	#	grocery_store	0.004115226337448558	0.3333333333333333	1	21.19424	349959	349925	0.475	21.19424	3	9
-4.877595629836275;-1.4064077835437248	#	-5.1418564484748;-2.5376341873251995	#	-5.84839843002825;-2.4926028385117496	0.8158810034732;1.4798184163868	-5.0527207524138;-3.4423011675461996	#	#	#	-5.476515800479049;-3.5064641535409495	0.9633733557048898;1.65329739831511	-5.16708696712125;-3.6620863056587503	0.6898356566045101;1.5841423828154901	#	#	-6.6576682707458;-2.8038756979941994	#	-7.199092110934849;-2.4540579863451497	#	#	#	-7.0825098805709;-2.5544485667290995	#	#	#	#	0.33890647610343;1.11080870358857	#	#	-6.8528395449217;-4.5625653959983	0.53768558572916;1.38594606689284	#	0.53570134674624;1.60044352581376	-8.270647378815;-3.025366751025	#	#	0.41951013987628005;1.4422547842337199	#	0.51277510754834;1.43825188279766	#	#	#	0.29978539681763494;0.984370797302824	-7.304148080972451;-5.56003461870755	0.3260906264826551;1.388529618699345	-7.5506101743516005;-5.1882598885884	#	#	#	-7.743229448951;-4.8152723587490005	0.010546197472779961;1.2082409112472199	#	-0.06433072598050005;1.2262858887305002	-8.4383901738638;-5.115162714756201	#	#	#	-7.8284700944574;-5.2877516651026	0.01632483917078187;1.263461941103218	-9.4022431617609;-5.705311423959101	#	-9.487965665211599;-7.7618870142483996	0.38939128475542745;1.0130481147845725	#	0.10455118868101487;1.005969956448239	#	0.158937792777336;1.3555948607086639	#	#	-9.019128311734399;-7.612132904585599	#	-9.1479538002225;-7.0589699386775	#	-8.8297225360766;-7.6660053451634	0.2942151398748529;1.481217441599147	#	0.424613302110488;1.0836079627795119	-9.4466363408655;-8.2570104756545	#	metro_station	0.1	1.0	1	1.5	349927	349927	0.5	1.5	0	0
-4.877595629836275;-1.4064077835437248	#	-5.1418564484748;-2.5376341873251995	#	-5.84839843002825;-2.4926028385117496	0.8158810034732;1.4798184163868	-5.0527207524138;-3.4423011675461996	#	#	#	-5.476515800479049;-3.5064641535409495	0.9633733557048898;1.65329739831511	-5.16708696712125;-3.6620863056587503	0.6898356566045101;1.5841423828154901	#	#	-6.6576682707458;-2.8038756979941994	#	-7.199092110934849;-2.4540579863451497	#	#	#	-7.0825098805709;-2.5544485667290995	#	#	#	#	0.33890647610343;1.11080870358857	#	#	-7.229344763847063;-4.5625653959983	0.53768558572916;1.38594606689284	#	0.53570134674624;1.60044352581376	-8.270647378815;-3.025366751025	#	#	0.41951013987628005;1.4422547842337199	#	0.51277510754834;1.43825188279766	#	#	#	0.29978539681763494;0.984370797302824	-7.304148080972451;-5.56003461870755	0.3260906264826551;1.388529618699345	-7.5506101743516005;-5.1882598885884	#	#	#	-7.743229448951;-4.8152723587490005	0.010546197472779961;1.2082409112472199	#	-0.06433072598050005;1.2262858887305002	-8.4383901738638;-5.115162714756201	#	#	#	-7.8284700944574;-5.2877516651026	#	-9.4022431617609;-5.705311423959101	#	-9.487965665211599;-7.7618870142483996	0.38939128475542745;1.0130481147845725	#	0.2953584588577611;1.005969956448239	#	0.158937792777336;1.3555948607086639	-9.63000341866395;-6.8461661493760495	#	-9.019128311734399;-7.612132904585599	#	-9.1479538002225;-7.0589699386775	0.3830802626696305;1.2648368697023695	-8.8297225360766;-7.6660053451634	#	#	0.424613302110488;1.0836079627795119	-9.4466363408655;-8.2570104756545	#	metro_station	0.1	1.0	1	1.5	349927	349927	0.5	1.5	0	0
#	0.22311821728435602;0.697573336127644	-2.75720250420917;1.0738662161967205	#	#	-0.26644974396307997;0.96183446992708	-5.6093773156819;-1.7072067831181001	#	#	#	#	0.14063118553725001;1.0009298819460801	#	#	#	#	#	-0.8095438343524228;0.89250959838848	#	#	#	#	#	#	#	0.31104759130145;0.86602680037655	#	#	#	#	#	#	#	#	-6.5285936028208;-4.570355501779201	#	#	-0.046099500935110005;0.99795232351311	#	#	#	-0.04630054000655004;1.2954743196184944	#	0.012488347018865031;0.7279216693092401	#	0.07045651974810502;0.958725185371895	-8.3282466640652;-5.5721713306747995	#	#	0.15137775191463998;0.77537103511936	-9.284694444224801;-4.9903573785952	-0.4850115623629401;1.03032818811668	#	-0.13693084349310003;1.07306268700774	-8.690239471149999;-7.2012061652974	#	#	-0.21694200706896;1.20239323722296	#	#	-11.2343830486888;-7.630647836440901	-0.24868350948500495;1.1803553606930048	-10.104884748263698;-7.461826813976299	#	#	#	#	#	#	#	#	#	-10.76510348141;-8.88928123839	0.336858328110482;0.862160136555518	-10.69927114864115;-7.914662156098851	#	#	-0.019980166672768085;0.968511824330768	-10.3305478226807;-7.9517517489063	0.024726761631325034;1.096817984612675	tram	1.0	1.0	1	20.5	349973	349928	0.35	20.5	2	2
#	#	#	-0.294464737467875;1.149994461671875	#	-0.26644974396307997;0.96183446992708	#	#	#	#	-5.3702238359554;-2.7434883067046005	#	-5.86685476133775;-3.27825362362225	#	#	0.280326003368155;1.035102493044635	-6.045716898905;-2.723481922395	#	-6.44886106391885;-4.45457135938115	0.174018050000475;0.657642433475525	#	#	#	0.04661744435159998;0.8775564987084	#	#	#	#	-7.574008864499449;-3.4345102365605498	#	#	#	-8.600442353057101;-4.4946256756029	0.33066249428487493;0.746577407983125	#	-0.02061977206725507;1.1992294715512553	#	#	#	#	#	#	#	0.012488347018865031;0.863573953159135	#	0.07045651974810502;0.958725185371895	-8.3282466640652;-5.5721713306747995	#	#	-0.4152576323116001;0.77537103511936	#	#	#	#	-8.690239471149999;-7.2012061652974	#	-8.80014947828315;-7.12783634197685	#	#	-0.6141697899776551;1.2052410133775742	-9.140662208219101;-7.485381849791201	0.12644202945614008;1.1803553606930048	-10.104884748263698;-6.9577322033942	#	#	#	-12.249215575759735;-7.443827697729	#	#	#	#	-0.32345531524331095;1.0788555842613108	#	#	#	0.9525441590289556;1.0710861029583931	#	#	#	#	tram	0.1	1.0	1	22.0	349928	349928	0.325	22.0	0	0
#	#	-7.546268695259729;-3.8778311582822496	#	#	#	-8.0835850803325;-4.321137073155899	-0.7892673600513065;0.8907203260736001	-8.8136382189055;-6.725066363194499	-0.06866630283924996;1.04158674165425	#	#	#	-0.7434694442316163;1.02134238272785	#	0.05797178517124002;0.869967276151715	#	#	-10.96746120262355;-7.7144968593105	-0.27507167720175013;0.8922975242897502	-10.3757328774598;-6.065786802185599	#	-10.4860193995075;-8.47865578020734	#	-9.65099393417005;-7.201792741917051	#	#	-0.03598469013087996;0.93902229231871	-11.2439672364372;-7.4437717747228005	0.169606495842745;0.724859884603255	#	#	#	#	-11.596508701730599;-6.6309763740894	#	#	-0.3484268217586188;0.97645615943626	#	#	#	0.16501235116572;0.9131222528573387	-11.335216242846199;-8.2803715585338	#	#	-0.0384520646781501;1.202255377877415	#	#	#	#	#	#	#	#	#	#	-10.99751088365315;-9.32519774734685	#	#	#	-12.2220983698572;-8.681375015342802	#	#	-0.08284832352315752;0.8809849592491575	#	#	#	#	#	-0.10454238253178699;0.5305126519449874	#	0.038752703667955024;0.607257122386045	-11.709657661215;-10.1095028353775	#	#	#	-11.9762113807695;-9.4747829192305	#	-11.7801779595055;-10.5905520942945	#	office	1.0	1.0	1	17.0	349982	349929	0.35	17.0	2	2
#	-0.20924859031602405;0.5455310160930732	#	#	-8.024849472308551;-4.5470249501914495	#	#	#	#	#	#	#	#	#	-10.4959167525812;-4.79825392289	-0.15946711091869498;0.892490113724695	#	#	#	-0.27507167720175013;1.10758410290025	#	-0.046374724514760046;1.03603762543544	#	#	-11.5649465976433;-7.58358428614995	#	#	-0.03598469013087996;0.93902229231871	#	#	-10.78361968868215;-7.887096500337849	#	-11.656741401177001;-6.945148492622999	-0.28201586897355013;0.8825458893815501	#	-0.13632641407784002;0.720287310097875	#	#	-11.787343955857;-6.8528695798029995	#	#	#	#	#	#	-0.0384520646781501;1.18074022147215	#	#	-11.897576237532599;-6.236984344734378	#	#	#	#	-0.1587803676865801;0.9941704747885801	#	#	#	-0.20311685520780998;1.32058127469381	#	#	#	#	-12.4788124280975;-7.7129524036942	#	#	#	-11.863204645289;-9.298165181711001	-0.1817014761408885;0.7718846248668885	-12.18638136459715;-9.049040950002851	#	#	#	-11.580991276912044;-10.1095028353775	-0.5912631059629134;0.7407521940227135	#	#	#	#	#	#	metro_station	0.0	0.0	1	20.4	349929	349929	0.2875	20.4	0	5
#	-0.024005157255267973;0.709243662775268	#	-0.18034074498811564;0.9836804171456	#	-0.25377199984772;0.9416317007218199	#	#	-9.037056240967882;-2.5697721997307506	#	#	#	-7.0637686189145;-3.27825362362225	#	#	#	-7.6396055600823;-2.7891424943776997	-0.07463778478972005;1.54921130324285	-6.44886106391885;-3.3520424537342004	-0.06280746181707508;1.054531631039075	#	0.3910654732877;1.08913916553402	#	#	#	#	#	#	-8.9434395671468;-4.6003590394732	#	-9.0130605902331;-4.8366783186669	0.22397495533253997;1.2838541799009304	-7.4012578240397;-5.5839291307403	#	#	#	#	#	#	#	-8.2667948811092;-5.2498371480307995	0.15579999464207;0.99337398554156	-9.2672293145942;-5.588946939605799	#	#	#	#	#	#	0.09782498533459993;1.3888455712754002	#	#	-8.3261617041985;-5.5495814593615	#	-9.202180007559399;-5.0970166757206	0.0006123546359700915;1.1247111685920301	#	#	#	#	#	#	#	#	#	0.10961802517312003;0.87784667121688	-10.037963513994;-7.947931358486	#	#	#	-11.0993452833616;-8.9888521726384	-0.16666733364626596;0.8839132633345526	#	#	#	#	#	0.306622264411728;0.792197277536272	-11.1596169047228;-9.936001729077201	-0.27105272926723;1.12864321738417	tram	0.03125	0.5	1	23.0	349987	349930	0.35	23.0	2	4
#	#	#	#	#	#	#	#	-12.008284841662153;-2.5697721997307506	#	-6.6299910664439;-3.4062701896361	#	-6.801875956489501;-3.5510745277305	#	#	#	#	#	#	#	#	-0.03490418274107998;0.8668576463830799	-7.4812316719982;-3.4125388972418	-0.08324533175976007;1.13873635695192	#	#	-8.8798247862698;-4.408928294190199	#	-8.9434395671468;-4.6797656579526	#	#	#	#	#	-7.819502619840786;-4.517960772036799	#	-8.8683548229556;-5.116579485564399	-0.17374656830591007;1.29644885795791	#	#	-8.2667948811092;-6.3552767293817	#	#	0.062225680171969944;1.13103085997603	-9.077594222569699;-6.1706663384427785	0.47331788186993995;1.085728186544385	#	#	#	0.09782498533459993;0.77537103511936	-8.1444193060606;-6.3876450519393995	0.04316923644039994;0.9760188523617801	#	0.24867751732435994;0.86817349238564	#	#	#	0.21527187896953004;1.32347555026278	#	-0.0057471870495741095;1.2052410133775742	#	#	-11.0840164168475;-7.370656323670201	-0.06972994445195008;1.06419156469195	#	#	-11.232975514807;-8.287930204773	#	#	#	#	-0.16666733364626596;1.1570544224033765	#	0.04212019800529754;1.2615708247527024	#	#	#	#	#	#	tram	0.001903968584518355	0.2857142857142857	1	21.392000000000003	349987	349930	0.325	21.392000000000003	2	7
#	#	#	#	#	0.013371955334880004;0.61091562695712	#	#	-7.5363948301355;-5.4478229744245	#	-8.4904567125882;-5.3861329052918006	#	#	#	#	#	-8.4802601189638;-5.9553615368162	#	#	-0.27507167720175013;0.8922975242897502	#	#	#	#	-9.056866633920297;-7.58358428614995	-0.42583484290729;0.94311387281129	#	#	#	#	#	#	-11.656741401177001;-6.4992807569108	#	#	#	#	#	-9.541706546821999;-6.2971206557179995	#	#	#	#	#	#	0.21730051247313503;1.202255377877415	#	#	-11.2903253009748;-6.5162573151852	-0.08562982097276006;1.2914588040307602	-10.760867886814399;-5.081583698964665	#	-10.698947106646001;-8.583457396294	#	#	0.07317135186642004;0.9891037187935798	-11.7046765614718;-8.9794255245282	#	#	#	#	#	#	#	#	#	-11.863204645289;-8.980351416868999	#	#	#	#	#	#	#	#	#	#	-0.507599162291932;0.7087956707540081	-11.7801779595055;-10.5905520942945	#	office	0.03125	0.5	1	24.5	349997	349932	0.2375	24.5	1	2
-5.768278485450949;-3.1819032274290495	#	-7.546268695259729;-7.286326160910052	#	-7.132618691235851;-4.75305454452415	0.013371955334880004;0.61091562695712	#	#	#	-0.23818541626425;1.04158674165425	-8.4904567125882;-5.3861329052918006	#	#	#	#	#	#	#	-10.96746120262355;-5.27916915393425	-0.27507167720175013;0.8922975242897502	#	#	#	-0.21715187746636005;1.03848936022836	-9.056866633920297;-7.58358428614995	-0.42583484290729;0.94311387281129	#	-0.18797155833898;0.76458863728098	#	-0.09402495003489503;0.865049085096895	#	#	-11.656741401177001;-6.4992807569108	#	#	#	#	#	#	#	#	#	#	#	#	0.21730051247313503;1.202255377877415	-10.9246712482276;-6.2655915179724	0.19065476075477994;1.06996082379722	#	-0.08562982097276006;1.2914588040307602	#	-0.16974240278521013;1.2551013084292102	#	0.2734462928512199;1.08223270473678	#	0.07317135186642004;0.9891037187935798	#	-0.19033365534902003;1.18725643469902	#	#	#	#	#	#	#	#	-11.863204645289;-8.980351416868999	#	#	#	#	-0.29381882958577343;0.6347383876537734	#	-0.5803039310803689;0.807993705524369	#	#	#	#	-11.7801779595055;-10.5905520942945	#	office	0.0707278982465368	0.9330357142857143	1	28.939224756224	349932	349932	0.325	28.939224756224	0	0
-3.601392124465825;-1.355329400394175	#	-4.67160767116858;-2.45801874919142	#	#	#	#	#	#	#	-5.7479773670655;-3.9570213243945003	0.14940711554802;0.7888489111379801	-5.89740011005975;-4.27199939568025	#	-6.6113382411632005;-3.9338790576368003	-0.218586227013625;1.074803803285625	-6.947964445159501;-3.9579529663005	#	#	#	-6.9757619422094;-4.2534750346906	-0.31085343998524995;1.0981494180212499	#	-0.23925006666548004;1.12718304494348	#	-0.0657564816727601;0.9702047086007601	-7.271840668902301;-4.4944655753377	#	-7.67079673978475;-3.9384619113152497	0.21356054832395005;0.71833635628805	-6.67695283666125;-4.99292772715875	-0.052382184920720054;1.02425611809472	#	#	#	-0.21406413729998514;1.1257702778219851	#	-0.20239536444296002;1.1612641613669599	#	#	#	0.18023523689491;0.8145964112730899	-8.6832848656408;-4.5685961071792	#	#	#	#	#	#	#	-8.051190086654;-6.099218693186	-0.09431593134112004;1.3098778710151202	#	#	-9.668499618568;-5.758820254912001	#	-9.361081717958001;-6.883580775282	0.05389410289465002;1.20188584460135	-9.6617884080805;-7.176302988059501	#	#	#	-10.576755962159702;-6.854898871020301	-0.16352500699740502;1.234978187613405	-10.97792202782625;-7.07269909461375	#	#	#	-11.18363766891045;-7.95792146798955	#	-10.327555236851;-9.008497042649	-0.29554479117870797;1.068865813744708	-10.9098506299425;-8.650337473577501	#	-11.1284686987401;-8.717911660419901	0.05747189758671345;0.9027614154812865	#	#	#	#	cafe/restaurant	0.00017114399548686952	0.17647058823529413	1	17.047677161472002	349986	349933	0.45	20.05959645184	3	17
#	#	#	#	-6.55996405524095;-2.1059080883190497	-0.13321395494952004;0.72311731485032	-6.8690360955536;-2.4094126297664005	#	#	#	-6.99171941091455;-3.2307117213054504	-0.10729200782670012;1.0706270893127001	#	-0.05233027445478999;0.68219580946575	-7.613458588208001;-4.107262038351999	#	#	#	-7.0863314623069;-5.298347589273099	#	#	-0.19276993508005003;0.9123332787554701	-7.364180176347201;-3.9517281717128	#	#	#	#	#	#	#	#	0.14227652525237994;0.5514761201757601	#	-0.019830372640494975;0.86129712468788	#	#	#	#	#	#	#	-0.32637798446002;1.02984245731402	#	-0.404324799801145;0.803029199607145	#	#	#	-0.11552869091499501;0.863698515654995	#	#	-8.1764044489932;-5.3135130719068	#	-8.185614983858999;-6.334561487300999	#	#	#	-11.518401656905095;-5.24835831703505	#	#	#	-10.0462188585481;-8.0155098758119	#	#	0.0338905228711025;0.8465342710908975	#	0.09415421215476105;0.804765709745239	-9.838255955223;-7.0832135684169995	-0.134509233275102;0.5393286477797302	-10.22071659506445;-8.762516120675551	-0.26106227512817043;0.9607212740889826	#	-0.06599014867817049;1.0932448451305825	-11.808193302985;-8.467477341952499	#	#	#	#	#	#	#	grocery_store	2.6932907434290447e-06	0.07692307692307693	1	22.141054464	349934	349934	0.3375	22.141054464	1	13
-4.30666544037075;-2.26479023666925	#	#	#	-6.55996405524095;-2.1059080883190497	#	#	#	#	#	-6.99171941091455;-3.2307117213054504	#	-7.0953925431675;-3.7509089764369996	-0.05233027445478999;0.68219580946575	-8.025425372137661;-4.107262038351999	0.17218503868112997;0.62056024918487	#	-0.020261824644400073;0.7045647598718	-7.0863314623069;-5.298347589273099	#	-6.502076132425399;-4.4437616413746	-0.19276993508005003;0.9123332787554701	-7.364180176347201;-3.9517281717128	#	#	#	#	#	#	#	#	#	#	#	-7.624212387459;-4.030966533165801	-0.02491797444248023;1.22906446180275	-8.2652544441026;-4.166092501397399	#	#	#	#	#	#	#	#	#	#	#	#	-0.33218903101384006;0.7651784670358401	#	#	#	#	#	#	-11.518401656905095;-5.24835831703505	#	-9.1362103875743;-6.5402589488857	#	-10.038957513217689;-6.7476614293961	#	#	#	-9.733676215271501;-7.9633084855485	0.09415421215476105;0.804765709745239	-9.838255955223;-7.0832135684169995	-0.134509233275102;0.5393286477797302	#	-0.26106227512817043;0.9607212740889826	-10.488893488737501;-9.3896783269025	#	-11.808193302985;-8.467477341952499	#	#	#	#	#	#	#	grocery_store	0.0009765625	0.25	1	23.5	349934	349934	0.325	23.5	1	4
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.34889355101254993;0.7731952642311234	#	-0.134283291755745;0.7452219288477451	#	#	#	#	-7.2230789828496;-4.3016003503904	-0.14165973913052998;0.66616856612653	#	#	#	#	#	#	#	#	-7.6613124803522;-4.6974282876278	#	#	-0.02589680225931995;0.77265983204132	#	#	-8.4861829952096;-4.0396344471904	#	#	#	#	#	#	#	-8.7653749449819;-5.496831716954172	#	-9.1765523387244;-5.641320874448	-0.316151241635505;0.961977852459545	#	-0.3696049749701601;1.2226537476901602	-8.627800640208001;-7.27188160501301	-0.25707830943559;0.9529825026495	#	#	#	#	#	#	#	#	#	0.26773334636921253;0.7781043714327874	#	0.08910065597511507;1.185224781480885	#	#	-9.7000637828405;-7.0042743283275	-0.128231418972518;1.143216715704518	-10.407500721950756;-7.1890683094874	#	#	0.3613501740222636;1.1919226975402961	#	#	-10.3015809184184;-7.309165284641599	-0.09793886774371252;1.1735137050238764	-10.725213953533686;-8.372368076851298	0.30150173167283195;0.97532533364708	#	#	car	0.0013484773662551439	0.26666666666666666	1	22.292504227840002	349994	349935	0.2875	22.292504227840002	4	15
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.34889355101254993;0.7731952642311234	#	#	#	#	#	#	-7.2230789828496;-4.3016003503904	-0.14165973913052998;0.66616856612653	#	#	#	#	#	0.03453400427424999;0.44512029548974996	#	#	-7.6613124803522;-4.6974282876278	#	-8.404875510028301;-4.8375265935517	-0.02589680225931995;0.77265983204132	-7.860544241437999;-5.762431990322	#	-8.4861829952096;-4.0396344471904	#	#	#	#	#	#	#	#	#	-9.1765523387244;-5.641320874448	-0.316151241635505;0.961977852459545	#	#	-8.627800640208001;-7.27188160501301	-0.25707830943559;0.9529825026495	#	#	#	0.020936045857420094;0.9368684127845799	#	#	#	#	#	0.26773334636921253;0.7781043714327874	#	0.08910065597511507;1.185224781480885	#	#	-9.7000637828405;-7.0042743283275	-0.128231418972518;1.143216715704518	-9.1333356086726;-7.1890683094874	#	#	0.3613501740222636;1.1919226975402961	#	#	-10.3015809184184;-7.309165284641599	-0.09793886774371252;1.1735137050238764	-9.21506585440625;-8.372368076851298	0.30150173167283195;0.97532533364708	#	#	car	0.1	1.0	1	22.25	349935	349935	0.3	22.25	0	0
-3.7681608050915;0.3155896023114997	#	-4.95045679528657;-0.9790178470334299	#	#	#	-4.6315537580737995;-1.6943471062651003	#	-4.48904064163675;-2.70761170588325	0.44140089318287506;1.150463845543125	-4.9269081198904505;-2.71806233392955	#	#	0.10464678245513004;1.26534274626087	#	#	-7.463431990792301;-3.519950923823383	0.47900781301804;1.0020558403639601	-6.3024076859586;-3.2765888239014	#	#	#	#	0.32801322340331995;0.95583384225068	#	#	-6.0808237504017;-3.4389303687182995	#	-7.472555236049249;-3.0616140751307497	#	#	0.05968088970691998;1.26682080520908	#	0.37876580604218996;1.07106672825469	#	#	-7.403193368422801;-3.7903726731572	#	#	0.457630452377242;1.34319990045675	-7.6878142705811;-3.9794703903389	#	-7.8050962273058;-5.0944104064780005	#	#	#	#	-0.31295938096462506;1.185857771948625	#	#	#	#	-7.535563235040501;-4.5913264322522505	#	#	0.14174797860875504;1.8017840319666476	#	#	#	#	#	-0.11570436404238943;0.7290555724138172	#	-0.06076632118422254;0.9408643452262225	#	#	#	-0.18185034735694505;1.126993320692945	#	#	#	#	#	#	#	#	#	0.278422436020728;0.763997449145272	#	0.053059450970569966;0.6138456291454301	train	1.0	1.0	1	17.0	349979	349937	0.3375	17.0	1	1
