A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-3.0264667571764257;0.8530961298564252	-0.01374878217598402;0.532593475885984	#	#	#	#	#	-0.2789814745148999;0.8058579230968999	#	#	-6.109014510150351;-3.06438923760965	#	-6.113911775228001;-2.742710293552	#	-7.603945764868;-5.691474919492	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-8.2631064646615;-6.242276333258499	#	#	#	-8.5097530095736;-6.6913890586064	#	#	-0.49423378556074005;0.8628062075673999	#	#	#	#	#	#	-8.378957559315928;-6.4711366022951	#	#	-0.09961276009546499;0.7597090742414649	#	#	-10.1428698436046;-6.4341241960154	#	#	0.25839436557965995;0.9639314482883401	#	-0.22481218627003996;1.2739862323380398	#	0.16783695855487002;0.7426875315789501	#	-0.12649634617814998;1.2290874602701498	#	-0.28809650341836235;0.9416508859834889	#	-0.1906210599662751;1.1322873673682752	#	-0.060935642068084994;1.115339595188273	#	#	-10.03388254365445;-8.57568206926555	#	-10.723808801197901;-9.0969703616821	#	-10.7521468364625;-7.6399872059975005	#	#	-0.14444659240241758;1.0245708259624176	-9.9455139647363;-8.5875956570437	#	#	#	car	0.3666478320532007	0.8181818181818182	1	76.51585280000002	4980	4314	0.3	76.51585280000002	9	11
-2.760781474635775;-0.6508437641442251	#	-4.1750651673884995;1.3372253056022405	#	#	#	#	#	-7.13982615728775;-3.6383968697722495	0.09639625085587503;0.866021706962	#	#	#	#	#	#	-7.8820202800499;-4.6262300030701	#	#	-0.05165591565265004;0.5153519822146501	#	-0.09601791829307998;0.80574391083108	-6.9385417731396;-4.5760750007004	#	#	#	-12.105781957212471;-4.2781120283178	-0.3066986498397001;0.8429429655637001	-8.3829684077382;-5.9399856109218	#	#	5.504761440000561e-05;0.4894360944396	#	-0.15316521299882996;0.87830377297283	#	-0.27547330671643516;0.8643858225664351	#	-0.4156245978793999;0.91204010043074	-9.03524450127;-3.543742845888955	0.011538769211019928;0.58445296341298	#	#	#	-0.011972661466019996;0.7005641250700201	-9.9593635268249;-7.257165470404188	#	#	#	#	#	#	#	#	#	#	#	#	0.012147332311049974;0.77314169509113	-9.9253258938894;-8.4892676512106	#	#	0.0025681998665110783;1.2430165717723622	-10.4265632575785;-7.999265154661501	#	#	#	#	#	#	#	#	0.03872749584432206;1.024135154955678	#	#	-9.7955181858097;-8.714923651390299	-0.14444659240241758;1.0245708259624176	#	#	#	0.10238640839383001;0.86109712004217	car	0.13168724279835387	0.6666666666666666	1	63.756451645059244	4980	4314	0.3375	63.756451645059244	16	24
-7.775852599964755;-1.79125258999875	0.022951262933280037;0.59804837668272	-5.49904414141405;-1.2671829670459496	#	#	#	#	#	-5.796499713594001;-1.3736416662060003	-0.6293439905516771;1.0506655486529999	#	0.0009363135071399631;1.11154574795286	#	-0.21147032810989996;1.1204758598639	-5.5257060367676;-3.5494861632124	0.22334710896223497;1.033871527949765	-5.738879409624;-3.0810914284159994	0.3848832441904169;0.9496899726133201	#	#	-6.3278172903564;-3.2735441746036	#	#	#	-8.060043288068501;-3.3916989215715003	#	-7.4291966810316;-2.5518550533083997	-0.18270917596131997;0.99977934273932	#	0.13915337333633504;0.795361923689665	#	#	#	#	#	-0.05823642738806506;0.801657301720065	#	0.3544991579235763;1.0283482720652302	#	-0.1449080898394201;1.04499062119542	#	#	#	#	-8.380483936253599;-4.763063421926399	-0.163196444727155;0.516067828985155	-7.0314491820136;-4.9972031026064	0.038943403489289985;0.87828100912071	#	-0.08602377785252013;1.0543777397285201	-8.8883317729002;-5.049454699079801	0.1000028523564;0.9093053804530075	-8.383687829865499;-5.342671371234499	#	#	0.17124884053953998;0.7541148922204599	-8.9082784980435;-7.0501527910365	#	-9.195255680626;-6.985935307274	#	-8.986356192406335;-5.9475587204775	#	#	-0.042085081284352566;1.0351403524023526	#	-0.374932276143196;0.931056422131196	-10.5359677411;-7.68592389268	#	-10.090393356001151;-8.72056866793885	#	#	#	-11.0578322023625;-8.286731161537501	-0.05334221571266551;1.1285868532886656	-10.88220839577875;-7.765108777261251	#	-10.742330913253952;-9.77749422094605	-0.25282624618190397;0.9784532513839039	-11.3527679871996;-9.585323844600401	#	cafe/restaurant	0.02448519270213934	0.47619047619047616	1	83.25407831613636	4812	4315	0.5125	83.25407831613636	10	21
-5.19437792950125;-1.79125258999875	0.022951262933280037;0.59804837668272	-5.49904414141405;-1.2671829670459496	#	#	#	#	#	-5.796499713594001;-1.3736416662060003	0.22054306784100003;1.0506655486529999	#	0.0009363135071399631;1.11154574795286	#	-0.21147032810989996;1.1204758598639	-5.5257060367676;-3.5494861632124	#	-5.738879409624;-3.0810914284159994	0.3848832441904169;0.9496899726133201	#	#	-6.3278172903564;-3.2735441746036	#	#	#	-8.060043288068501;-3.3916989215715003	#	-7.4291966810316;-2.5518550533083997	-0.18270917596131997;0.99977934273932	#	0.13915337333633504;0.795361923689665	#	#	#	#	#	-0.05823642738806506;0.801657301720065	#	0.3544991579235763;1.0283482720652302	#	-0.1449080898394201;1.04499062119542	#	#	#	#	-8.380483936253599;-4.763063421926399	-0.163196444727155;0.516067828985155	-7.0314491820136;-4.9972031026064	-0.24067293813958512;0.87828100912071	#	-0.08602377785252013;1.0543777397285201	-8.8883317729002;-5.049454699079801	0.1000028523564;0.9093053804530075	-8.383687829865499;-5.342671371234499	#	#	#	-8.9082784980435;-7.0501527910365	#	-9.195255680626;-6.985935307274	#	-8.986356192406335;-5.9475587204775	#	#	-0.042085081284352566;1.0351403524023526	#	-0.374932276143196;0.931056422131196	-10.5359677411;-7.68592389268	#	-10.090393356001151;-8.72056866793885	#	#	#	-11.0578322023625;-8.286731161537501	-0.05334221571266551;1.1285868532886656	-10.88220839577875;-7.765108777261251	#	-10.742330913253952;-9.77749422094605	-0.25282624618190397;0.9784532513839039	-11.3527679871996;-9.585323844600401	#	cafe/restaurant	0.02448519270213934	0.47619047619047616	1	83.25407831613636	4812	4315	0.4875	83.25407831613636	10	21
-5.4205141030218;-0.5200136141381999	#	#	#	#	#	-5.879204320682501;-4.3307239506175	-0.10952827997439996;1.1502852140264	-6.519408255986001;-3.43037220864825	0.534081344902375;1.1739674238616251	-6.6688495905639;-3.4451287137561	0.7274793912481801;1.4342308495318201	#	-0.025481916143530015;1.09715844229153	#	0.35781545110524;1.1855850704967599	#	#	#	0.34734683360665003;1.11447516601535	#	0.41918806687712;0.9452158005328801	-7.8770601773489;-4.661480403751099	0.018603627684999957;0.941869243637	-7.15602711995585;-5.35538000716415	0.25343909207443;1.03040998477957	-8.6161810505604;-4.0098028465996	#	#	0.06567600687590003;1.0752276228040998	-8.5743990572531;-4.398016785686901	0.39072590224172;0.9453577553102801	-8.3619136848161;-4.929181708583899	#	-7.889281434581;-5.441483808279	#	#	#	-9.387089464927001;-4.452615088873	#	#	0.3182071482808099;1.17131355520319	-8.8838569224562;-5.8290122381438	#	-9.61560306128905;-5.54600498267095	0.32215969642861997;1.08850913343738	#	#	#	#	-9.206402813604;-7.254431420136001	-0.10930380333657008;1.39813954331057	-9.455544668431749;-7.40616401152825	0.4820013874135599;1.4456617930644402	#	0.5534816188772;1.3861474069928	#	#	#	#	-10.5067478236897;-8.2677609965703	#	-10.225466873095;-7.528468980965	0.41090957040917997;1.46923631227682	-10.0006699322815;-8.230302202558498	0.406154429755325;0.8862973335326749	#	0.19888683644825755;1.2272640042017424	-11.212675386107149;-8.07533497151285	-0.11061570190196501;1.2124491653899652	#	#	-10.403266107105;-9.124296395955	-0.042501327088331986;1.3082747517703321	#	-0.16149087549514707;1.025511426229147	-10.753179580077049;-9.57393473392295	-0.16861001194866404;0.8892498380726641	#	-0.1952803789348601;0.9262919774148601	tram	1.0	1.0	1	40.0	4986	4316	0.5625	40.0	1	1
-5.4205141030218;-0.5200136141381999	#	#	#	#	#	-5.879204320682501;-4.3307239506175	-0.10952827997439996;1.1502852140264	-6.519408255986001;-3.43037220864825	0.534081344902375;1.1739674238616251	-6.6688495905639;-3.4451287137561	0.7274793912481801;1.4342308495318201	#	-0.025481916143530015;1.09715844229153	#	0.35781545110524;1.1855850704967599	#	#	#	0.34734683360665003;1.11447516601535	#	0.41918806687712;0.9452158005328801	-7.8770601773489;-4.661480403751099	0.018603627684999957;0.941869243637	-7.15602711995585;-5.35538000716415	0.25343909207443;1.03040998477957	-8.6161810505604;-4.0098028465996	0.12845257202032995;1.06458931599167	#	0.06567600687590003;1.0752276228040998	-8.5743990572531;-4.398016785686901	0.39072590224172;0.9453577553102801	-8.3619136848161;-4.929181708583899	#	-7.889281434581;-5.441483808279	#	#	#	-9.387089464927001;-4.452615088873	#	#	0.3182071482808099;1.17131355520319	-8.8838569224562;-5.8290122381438	#	-9.61560306128905;-5.54600498267095	#	#	#	#	#	#	-0.10930380333657008;1.39813954331057	-9.455544668431749;-7.40616401152825	0.4820013874135599;1.4456617930644402	#	0.5534816188772;1.3861474069928	#	#	#	#	-10.5067478236897;-8.2677609965703	#	-10.225466873095;-7.528468980965	0.41090957040917997;1.46923631227682	-10.0006699322815;-8.230302202558498	0.406154429755325;0.8862973335326749	#	0.19888683644825755;1.2272640042017424	-11.212675386107149;-8.07533497151285	-0.11061570190196501;1.2124491653899652	#	#	-10.403266107105;-9.124296395955	-0.042501327088331986;1.488023072161992	#	-0.16149087549514707;1.025511426229147	-10.753179580077049;-9.57393473392295	-0.16861001194866404;0.8892498380726641	-11.9471662023456;-9.4999358510544	-0.1952803789348601;0.9262919774148601	tram	1.0	1.0	1	40.0	4986	4316	0.5625	40.0	1	1
-6.29140718757105;-2.5685459607786996	0.047852120859411984;0.637326662452588	#	#	-7.96246545948825;-4.60666986797175	#	#	#	#	#	-8.98247746283755;-6.2079881911909505	#	#	#	#	-0.08785172841475997;0.73991789097676	#	-0.05682014938840002;1.0086480544644	#	#	-8.852227491287104;-6.3856496934662	0.09540621204147004;0.8550194785397087	#	#	-8.79867593732295;-6.86464755691705	0.25949296857601495;1.017964554311985	#	0.17022668109353;0.77789439209247	#	0.12098213750092501;0.878145849447075	#	#	-11.1319096533425;-6.0837743941774995	0.32173263380830996;1.41974800597169	#	#	-11.3135185961724;-6.728015406027598	-0.23917065913417995;1.08187450649418	-10.351777705046;-6.025663183574	-0.38571094941634004;0.8923284068803401	#	#	-11.0460405799024;-7.5738070980928	#	-10.72162525729295;-7.03960794806705	0.07996494496013995;1.2643231657918599	-9.936043506974;-7.311209856126	#	-11.6465354684038;-7.1950396438162	#	#	#	#	0.06643134151479996;1.20854775607378	-12.2206513483832;-7.239144855223399	#	-9.171255656506972;-8.09206220047505	#	#	#	#	#	#	0.05527314560549246;0.6411325919965075	#	#	#	-0.40813892198401247;0.9941935794980125	-12.2255494290421;-8.9556453349579	#	-11.320102697837699;-9.9570758971623	#	#	-0.3277860014225915;0.7790999520865916	-11.8138405045663;-9.5695287792337	#	-11.2238734006001;-10.2947714005999	-0.25603143416209606;0.680434662578096	#	#	office	0.0015088388150337464	0.2727272727272727	1	57.23078400000001	4844	4317	0.425	57.23078400000001	3	11
#	#	#	0.048724634056725;0.722805593655275	-7.9705022576081;-4.675721131391899	-0.11138741595310003;0.8015265268031	#	#	-8.315668992966;-5.367096961374001	-0.28748397440575;0.9231113101117501	-9.16916996174875;-4.69177985507125	#	#	#	#	0.32107273016613;0.76944794066987	#	#	-9.1100397072255;-4.2962369721344995	-0.13805798359040006;0.9292510006304	-8.76276129477;-5.4428992124299995	#	#	#	#	0.11561607042061994;0.63359666555738	#	-0.14697002267084003;0.90413088284084	-8.60392949027065;-6.09308606020935	#	-8.8462344279821;-6.0170722440179	#	#	#	-10.021444878061999;-5.125849625458	#	#	#	-8.801522946215;-7.111634461265	#	-9.686462984202102;-6.6066519650179005	0.30080042607133;0.8914125539406701	#	0.6410033839980744;0.892720752528245	-10.19683495870645;-5.868849700493549	#	-9.0959963000304;-6.8648876968096	0.49279009905837;1.01238004540163	-10.0290869222528;-5.900163258867201	#	#	#	#	#	#	0.29200925029865;0.9165085913853499	-10.327152281978002;-7.849651339302	0.15199913146838;1.11213767907762	#	#	-10.0797820715533;-7.182884021277839	#	-11.3719220273449;-7.434305104835099	0.4032796459635575;0.9513417087164424	-11.233940546408752;-7.84941400429125	-0.09705162960602498;1.3433770817260249	-11.4982456146085;-8.1256937273115	0.2831236989510219;0.8066611661709779	#	#	-10.3311875870477;-8.887028604793048	0.23562221709071896;1.493904702534231	#	0.2335544683967784;0.9652248444452215	-11.41522897074905;-9.37872388665095	#	#	#	-11.6264926403612;-8.638961914770535	-0.141430632349615;0.468836679193615	forest_path	0.007775999999999998	0.6	1	45.0	4318	4318	0.4875	45.0	0	0
#	#	#	0.048724634056725;0.722805593655275	-7.9705022576081;-4.675721131391899	-0.11138741595310003;0.8015265268031	#	#	-8.315668992966;-5.367096961374001	#	-9.16916996174875;-4.69177985507125	#	#	#	#	0.32107273016613;0.76944794066987	#	#	#	-0.13805798359040006;0.9292510006304	-8.704746603223349;-5.4428992124299995	#	#	#	#	0.11561607042061994;0.63359666555738	#	-0.14697002267084003;0.90413088284084	-8.60392949027065;-6.09308606020935	#	-8.8462344279821;-6.0170722440179	#	#	#	-10.021444878061999;-5.125849625458	#	#	#	-8.801522946215;-7.111634461265	#	-9.686462984202102;-6.6066519650179005	0.30080042607133;0.8914125539406701	#	0.08122052341775499;0.892720752528245	-10.19683495870645;-5.868849700493549	#	-9.0959963000304;-6.8648876968096	0.49279009905837;1.01238004540163	-10.0290869222528;-5.900163258867201	#	#	#	#	#	#	0.29200925029865;0.9165085913853499	#	0.15199913146838;1.11213767907762	#	#	-10.0797820715533;-7.182884021277839	#	-11.3719220273449;-7.434305104835099	0.4032796459635575;0.9513417087164424	-11.233940546408752;-7.84941400429125	-0.09705162960602498;1.3433770817260249	-11.4982456146085;-8.1256937273115	0.2831236989510219;0.8066611661709779	#	#	-10.3311875870477;-8.9681607863723	0.23562221709071896;1.493904702534231	#	0.2335544683967784;0.9652248444452215	#	#	#	#	-11.6264926403612;-10.130962981238799	#	forest_path	0.010240000000000003	0.4	1	40.4	4777	4318	0.425	40.4	2	5
-5.803603867386325;-2.1962910075136746	-0.06523938844660798;0.739896570802608	#	0.24823166169748506;1.230463917112515	#	#	#	-0.052317945193549986;0.63008103072355	-5.88592161258375;-4.3502070127962496	0.08603619833062501;0.74229921037625	-8.4065050920853;-3.7475104997804003	-0.056500516929660016;0.6699293319348201	#	#	#	#	#	#	-6.2115831005721;-3.8734503435279004	#	#	#	-7.868750384810601;-4.8500428422494	-0.1612038670165601;0.8174576858925601	#	#	#	-0.12683785561443006;0.88260288716306	#	#	-9.05665267290295;-4.9455153286463	0.12544899476977994;0.79426975876422	#	#	#	#	#	-0.21144208538460002;0.75363824031977	-9.254033053188;-6.4150203984720005	#	#	#	#	#	#	#	#	#	#	#	-8.3022813106344;-5.1791270810856	#	#	#	-10.267881212166;-5.3837491048854	0.31924580852342505;0.85695855677047	-10.0201526179687;-6.108428588535751	#	#	-0.06718113251584595;0.7100202498478461	-10.8006475026449;-9.1864942086751	#	#	-0.018406896436975018;0.548553858134975	#	#	#	-0.445081739840518;0.6827025085302479	-11.99098756027055;-9.030398718329451	#	-11.6966765417653;-9.0956241695853	#	#	#	#	#	-11.27951999657705;-9.655503463138249	#	#	#	residential_area	0.07775999999999998	0.6	1	59.873765847040005	4939	4320	0.3375	59.873765847040005	9	15
-6.5814698964718;-3.2469322759893497	#	#	#	#	#	#	#	-7.94483583488975;-3.744520837009	#	-7.07290915396765;-5.34165164605235	0.27788733494663;1.1313482094123402	-8.159397017657;-5.510595853483	0.3785333184589101;0.89228399096309	-9.200877248248801;-5.6974001602368	-0.164064113280685;0.9223835121706849	-7.5455807180177;-5.7515738307023	#	#	#	-8.687560102877;-5.035711812302999	#	-9.463613077278701;-5.066799917461299	#	-8.59374438513555;-5.859428399044449	-0.20374588349461004;1.116086390073705	-8.588367162142001;-5.878732924518	#	-10.2557076399115;-5.399866308104341	-0.11683051473815997;0.82541766012816	-8.7818894726524;-5.5485612624076	#	-9.594868597564801;-6.7445790925484	#	-9.7195717001804;-5.2435988977996	-0.2750800829401651;0.9847642178461651	#	0.60572391538653;0.6166121672586473	#	#	#	#	-11.212218410726;-8.148795784131304	-0.11912087759026013;1.22678194142226	#	#	-10.0529347743408;-7.2312385996792	#	-9.7234607251904;-6.368710248689599	-0.16928082033428016;1.39524804776352	#	-0.009131174988130097;1.16791362992813	-9.994835758188248;-6.755492139211749	#	#	#	#	#	#	#	-10.594660989180701;-8.8763687730193	#	#	#	-11.065874927333251;-9.043369508291	-0.10497050720242701;0.09007038923673935	#	-0.5489924747715316;1.7375577804554774	-10.880946877256001;-9.31909209138905	#	#	#	-11.875221935954999;-9.232017866245	#	#	#	-10.847204264254001;-9.401185253046	#	-10.834040602056401;-8.5227674925036	#	library	0.1	1.0	1	69.5	4323	4323	0.45	69.5	0	0
-5.01655745253065;-1.6809694075882002	#	#	-1.1605201123194306;1.0060094099656949	-7.51982463908945;-3.6759133251705496	#	#	0.025305358934900157;1.0401551179911	-7.921664548431;-5.917692563170251	#	#	0.27788733494663;1.1313482094123402	-8.159397017657;-5.510595853483	#	-8.3748593437632;-5.6974001602368	#	#	#	#	0.06934579151214992;1.17000818148985	#	#	#	#	-8.6780795563446;-5.2101665983754	-0.23436301867570503;1.0172083764706101	#	-1.0814500732716865;1.1344939909881901	#	-0.044645311880484984;0.813473561658485	#	#	#	#	#	-0.19887512887152514;0.9009889432435252	#	#	#	#	#	-0.08218426957877001;0.72717309083477	#	-0.11912087759026013;1.22678194142226	#	0.29057683874664997;0.81308781852535	#	#	-9.7234607251904;-6.368710248689599	#	#	#	#	#	#	-0.07183667336568988;0.8024624041556899	#	#	#	#	#	#	#	#	-11.334433629109;-8.618601889186749	-0.309069010852085;0.747245377458085	#	#	-10.880946877256001;-9.31909209138905	-0.32703972613147747;0.5235019742704775	#	#	#	#	-11.3774192858539;-8.800616934546099	#	-10.830572945354001;-9.417816571946	#	-10.834040602056401;-8.5227674925036	-0.18749484795222002;0.40627875246822	library	0.10644534557634333	0.6388888888888888	1	65.94941561007425	4996	4323	0.3375	65.94941561007425	23	36
#	0.09686568961707204;0.758227370428928	#	#	#	#	#	#	-6.2749624317395;-4.6778192479605	-0.12991142751999996;1.115272293698	#	#	#	#	#	#	#	-0.03765058490027995;1.14405051391828	#	-0.14296223092485005;0.9577001590528501	-6.7997736755656;-4.381032366231882	#	#	#	#	#	-7.0839360912429;-4.1710792857970995	#	-6.84761606333025;-3.7938875673097505	#	-6.7879755178025505;-3.35256429441745	#	#	#	-7.162791962889799;-4.1554977362902	#	-7.300478561003;-4.173999113177	#	-7.0131404758019995;-4.444509978678	#	-7.2261145766121;-4.1463035574279	-0.37448793605786;0.86642846504198	#	#	#	0.06033652223184499;0.7396007959441551	-7.7169617207600005;-4.629597241960401	0.020168678232084958;0.6796482255139151	-8.3265760904342;-3.7460514013658006	#	-7.3396019880142;-4.802039176505799	#	-7.967529380545249;-4.46374954777475	0.07466792617557994;0.64253923664842	-7.660331191022;-5.053878281918	-0.26512204351902996;0.8589767704370299	#	-0.19614848886855996;0.59844380354313	#	-0.02005079193404999;0.43181047688205	-8.9911623876186;-7.2208007103614005	-0.3812817852571904;0.9865125619131905	-9.672890486864599;-7.4074122574754	#	-10.20606981773875;-6.8215432756212495	#	-8.955102573984501;-7.054286431722501	#	#	#	-8.8251912581675;-7.7259760963324995	0.03193309974055797;0.562537223877442	#	#	#	#	-11.0342983853449;-8.389931154575098	#	-11.053236081640101;-9.380274358357202	#	beach	0.708245596707819	0.9333333333333333	1	94.20178593792	4975	4325	0.425	94.20178593792	14	15
-6.645282498045825;-4.399219773974176	0.45354046151146804;1.158034425854532	#	#	#	#	-8.539624009234899;-4.018061328645101	#	#	#	#	0.13821894163849124;1.54384422421208	#	#	-8.6388661152772;-2.1286776968410726	#	#	0.3762343843339999;1.8469753854958944	#	0.49787284987735003;1.7319488628826503	#	#	#	#	-8.95515900958685;-5.82069922065315	0.06682502260355994;1.2507806686304401	#	#	#	#	#	0.5520114870597599;1.72652599944024	#	#	#	0.34867127910510476;1.68931669905038	#	#	#	#	#	0.77841651052834;1.7846445802316602	#	0.737134581540965;1.9840739579790352	#	#	-8.989842445155599;-5.643179540324399	1.09334082553633;1.7728046015236703	-8.8211003672096;-5.724407619670401	-0.1562981384497817;1.79522865871644	#	#	#	#	#	#	-9.31122997228075;-7.143416647439249	#	#	#	#	0.7566552010716829;1.532419159168317	#	#	#	#	#	#	#	#	#	#	#	0.7591334466014825;1.7909762846185175	#	#	-10.07681427798635;-8.25434497029365	#	#	#	home	1.0	1.0	1	16.5	4955	4326	0.2625	16.5	2	2
#	#	#	#	-7.81711913847945;-3.97320782456055	#	-7.6711246765563;-1.6706195333872613	-0.35967282664729994;0.9351354866313	#	-0.21023286821187498;0.8793028878538749	#	#	#	-0.30652051181220996;0.78018949395283	#	#	#	#	#	#	#	-0.10313091776181998;0.67823109193653	#	#	#	#	#	#	#	-0.32056167051777495;0.773119246737775	#	#	#	-0.28425231924582994;0.447901525586055	#	#	#	#	#	#	#	#	#	#	-10.529967237000351;-6.589562748179651	#	-10.722528952715601;-8.256222001775424	#	#	-0.31720774383780004;0.8879979603342001	#	-0.27603608282332004;0.71515954236932	#	#	-11.9552209271262;-8.7623161134738	-0.5473278622852005;0.824095978308053	#	#	#	#	#	#	-12.0314011500206;-8.6871237637794	#	#	-0.44135743851829;0.90304269205829	#	#	#	-0.41630159384577203;0.6421502999877721	-11.711498211735;-10.1184515892091	#	-11.65094337721;-9.77512113419	#	-11.48843082731455;-9.867539025685451	#	-9.97006084497675;-9.962755288130168	-0.15930176313154804;0.308931285238548	#	#	forest_path	0.009312721604093533	0.4571428571428572	1	73.0	4327	4327	0.275	73.0	0	0
-6.11233512409105;-3.78517961291875	0.13762706519822399;0.597704756197776	#	-0.39539344953707994;0.99128738163708	#	#	-7.9919277902538;-6.3815082053862	-0.1854485287710999;0.8294012302850999	#	#	#	#	#	-0.15217283762882994;1.03096181534025	#	#	-9.2940266746074;-4.3771189093726	0.03522804945704;0.55827607680296	-9.15065467371225;-4.68069499112775	#	#	-0.12959721332052998;0.68591068272182	#	#	#	#	#	#	#	#	#	-0.28276325477962005;0.71231154043162	-9.8418857594606;-6.745696133839401	-0.0012865812080550265;0.25251229635217337	#	#	-10.905712642815601;-5.9779096168759995	-0.14860597966587002;0.5545309633298701	#	-0.40699095500542015;0.7829077560294201	#	-0.56845746654228;0.91901011475828	#	#	#	-0.05728160888228498;0.517480468874285	#	#	#	#	#	-1.019539289643172;0.49297778828256583	#	-0.37709320677828007;0.9264177130775885	#	-0.24403902979046496;0.562261242656245	#	#	#	#	-11.7501833840135;-7.387707252562801	#	#	-0.36279999979228755;0.6766280502562876	#	#	#	#	#	#	-11.3056039639909;-8.6423631684044	#	#	#	#	#	#	#	-13.109703187142285;-10.418467372342601	-0.455937360303275;1.3794042631249441	forest_path	0.0054766078555798245	0.35294117647058826	1	56.0824524898304	4999	4327	0.325	56.0824524898304	6	17
-6.91235733086105;-4.05373204567895	#	#	0.19526695913460496;1.5785212479563282	#	#	-8.8830173367767;-4.018061328645101	0.14302184054114997;1.5862528175994	-8.8182425693495;-5.15002788922175	#	-9.17252958016875;-5.941935923893101	0.20303128105127;1.26315846847673	#	#	-8.6878822762836;-2.9264902275509765	0.67451174918222;1.4518518607618451	-9.2771605091266;-4.8918103401334	0.5346856483743601;1.36768806229564	#	#	#	#	-11.248174469907962;-5.334912068824	0.5936069425263999;1.61431078995688	#	#	#	#	#	#	#	#	-10.2110508939914;-5.230224104948601	#	-9.9429737404378;-4.4335163612728	0.28636869943560994;1.44622535730239	#	#	#	0.4635791639466299;1.9840052947133704	#	0.04421646403556001;1.44418595231844	-9.5207234860784;-6.7653608285156	#	-9.71743187114555;-6.29380174151445	#	#	#	-9.7074697519222;-5.566122246466801	#	-10.3265507739004;-5.902082282039601	#	#	#	#	#	#	#	#	#	#	-0.019916577750674402;1.0420176940934165	-11.166622897626699;-7.9693340608428	#	-11.377809395972502;-8.72808695422425	#	#	-0.08753096118975356;1.2526714325709452	#	#	#	#	#	#	-10.3918994059435;-8.48957058808505	#	-11.22582952318475;-8.948210914646994	#	#	-0.240004320172985;0.469225258106985	home	0.16806999999999994	0.7	1	57.69408	4908	4328	0.3625	57.69408	7	10
-2.7549782948524255;2.3010923953814038	-0.1966881319901;0.8816189562901	-3.6323303140948004;-1.0281080529452	#	-3.1202284357542;0.1349799248532899	#	-6.1465211061236;-1.5118875188024	#	#	0.02944250749462496;1.326508883763375	#	0.029947629046309987;0.68621684030969	#	-0.12004670475216994;0.85037123220017	-6.7017466764232;-2.4305617884167994	#	#	-0.26800880961516;1.02992518416916	#	0.3185847346228;1.024834033753275	#	-0.034227296447400024;0.7172408944894	#	0.020838296882319973;1.11029172370568	-7.484824783923649;-3.2833148540763495	#	-7.5095189898626;-4.4355376551486	#	#	#	-6.460602956481351;-4.64185583821865	-0.052976495884380026;1.06629094798922	#	#	#	#	#	-0.29785515433779;1.00188283119979	#	#	#	0.18144535045018;0.97090746328807	-8.2994455694082;-5.8680385757718	-0.2617127564352601;1.08419006257726	-8.10511995407985;-6.102619312220151	#	#	#	-8.9612221250398;-5.8000149452602	0.045383331743399924;1.0781013859855202	#	-0.47924916560676;0.84234500131676	#	#	-9.652344842459;-6.0684720924410005	-0.2742514329744749;1.13751702751614	#	0.10380940010441003;0.60289433050125	-9.6098828742281;-6.903465416871901	#	-9.9748509329576;-7.6837946447424	#	#	#	#	#	#	#	#	0.000812728455431011;1.1726701823425691	-10.1487734269381;-8.2581233485819	0.05261843949452799;1.601607688357227	#	#	#	0.4420352938158445;0.9635969112401555	#	#	#	0.14066565614027493;1.047819767893725	tram	0.16806999999999994	0.7	1	68.83098460536833	4900	4329	0.4375	68.83098460536833	14	20
