A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.175152883331725;0.798659813579725	0.14381078046456397;0.532001332245436	#	0.07842501521152001;0.69472760684448	#	#	#	#	#	#	#	#	#	#	-6.317013682397201;-3.6907130898759997	#	-6.904603039565401;-3.3165892649346	#	-7.3460236444903;-3.0823697934097005	#	-5.8565837880852;-3.9974610219747997	#	#	-0.3846881158468801;0.8894184341668802	-6.4138284121456;-1.0191535339185658	#	-8.2388560523762;-4.5808498315838	#	#	#	-7.99804781708265;-4.42791458493735	#	#	#	#	#	#	#	-7.662909435993;-4.759142417576999	-0.12274121173885011;0.8688410474568501	#	#	#	#	-10.497663964499788;-5.9245665641495	#	-11.856510922381396;-5.322946916362801	-0.008839256320180011;0.71059297707818	-9.3896360250674;-6.4821706060238	#	#	#	#	#	#	#	-8.9069779382766;-7.1727272784034	-0.11721692708414;1.17688285447614	-9.9253258938894;-9.483324563820627	0.11945917013725593;1.059330609274744	#	#	#	0.006938122397984969;1.178657015180015	#	#	#	#	#	#	#	#	#	0.31915569492640794;0.919500618863592	#	#	-9.95373250600635;-8.5875956570437	0.017609024780111948;1.092810839555888	-8.997417380732799;-7.7738022050871995	#	residential_area	0.1	1.0	1	46.744307199999994	29736	29736	0.325	46.744307199999994	0	0
#	#	#	0.07842501521152001;0.69472760684448	#	#	#	#	#	0.158514992472625;0.625458887929375	-7.454101798391649;-4.0293491747118	#	#	#	-6.317013682397201;-3.6907130898759997	#	#	#	#	#	#	#	#	#	#	#	-8.2388560523762;-4.5808498315838	#	#	#	#	#	#	#	#	#	#	#	#	-0.12274121173885011;0.8688410474568501	#	#	#	0.11220358746187498;0.607020800334125	#	#	-11.856510922381396;-5.322946916362801	-0.008839256320180011;0.71059297707818	-9.3896360250674;-6.4821706060238	-0.56775188368516;1.0245068389751602	#	#	-10.28721518494375;-6.65121724527625	#	#	#	-8.9069779382766;-7.1727272784034	-0.11721692708414;1.17688285447614	-9.9253258938894;-7.654459384408092	#	#	0.5614540674470563;1.2109414974590185	#	#	-9.914533087539251;-6.6341458236407505	#	#	#	-9.46718649331755;-7.390355514642449	#	#	#	-10.7521468364625;-8.0118224723075	#	#	#	-9.95373250600635;-8.5875956570437	0.017609024780111948;1.092810839555888	-8.997417380732799;-7.7738022050871995	#	car	1.0	1.0	1	44.5	29910	29736	0.275	44.5	2	2
#	#	#	#	-5.578172347468101;-1.4874670239221999	#	#	0.02685017148500013;1.076694749819	#	#	#	#	#	-0.3970000667309099;0.9920295292989099	#	#	-7.2052848011683;-3.6219574095112996	#	#	-0.28326888044107507;0.8340702124150752	#	-0.19963415916850002;0.8116643742600199	#	-0.15350029547736005;0.6405081342413601	#	#	#	-0.03324541074792001;0.8294436152757001	#	-0.374965923841715;0.786018434475715	#	-0.03148053421438002;0.6047148266583801	#	#	#	-0.03167713912987502;0.46826107546787504	#	-0.53451281526208;0.8919660698405001	-8.761934201279;-4.638606298001	#	#	-0.1175879420663899;0.9497897817316501	-8.555924764419201;-6.4362366161208	#	#	#	#	#	-7.8787972647966;-7.128958093338873	-0.020858504632520036;0.58161776880652	#	-0.32429275855375006;1.22445040580975	#	-0.06761877975318009;0.23696820242416516	-8.466431186431;-4.510196588326599	#	-8.27735489094385;-6.23341661323615	#	-9.4515719330584;-7.463183597041599	-0.220773455313862;1.062512548123862	#	#	#	#	#	-0.1393082689433669;1.032240416273367	-10.003360093386998;-8.008329399493	#	#	#	-10.2767881954449;-8.2102636911951	-0.15895274528080344;1.1486074177708034	#	#	-9.918825862786251;-8.0862862506982	0.2517678096253855;0.6547948341226966	#	#	#	#	metro_station	0.0	0.0	1	41.0	29737	29737	0.3625	41.0	0	2
-10.801753825517562;-3.2515236614487497	0.45354046151146804;1.158034425854532	#	#	-7.7943304335596;-3.8894046543404004	#	-7.4776356875846;-4.8761886658754	#	#	#	#	#	-8.940295945894249;-5.26809433192575	#	#	0.6141535477682549;1.493658768371745	-8.7616410806397;-2.400089802286745	#	#	#	#	#	-8.5526085564672;-5.140156551832799	#	#	0.1406477534773899;1.3616020134426101	-8.4843488009256;-4.9618242920144	#	#	0.3486861427909601;1.42554119978104	-8.6825841378523;-5.5839779363677	#	-7.6912134730919;-5.739267839548099	0.5776024499483525;1.78951556359962	#	#	#	#	-8.358485712028;-6.195428451292	#	-8.9930173412914;-5.5113261577553	-0.33198465367207003;2.16026715543166	-9.3092621625812;-4.695823251578799	0.80185624990885;1.63935646751604	#	0.8456919417302349;1.838462803309765	-9.058914063256001;-5.121663586984	#	#	0.49812874333723994;1.33729212419876	#	#	#	0.75861924654878;1.6706549876112202	#	#	#	#	#	#	#	#	-9.7992892470893;-7.1020524178524	#	#	#	-11.5153443765185;-8.1427924892215	#	#	#	#	#	#	0.19794272732966744;1.0421777766163325	#	#	#	-0.330030344619888;0.745171470155888	#	0.08444018642362;0.81016347582638	home	0.2373046875	0.75	1	38.25	29961	29738	0.35	38.25	3	4
-5.74626499189125;-3.2515236614487497	#	#	#	#	0.09321774583109999;0.8401473353589	-8.483400056148401;-3.4347049657073963	#	#	#	-8.977660508660119;-4.909689841425251	#	#	#	-9.3367746994668;-4.524378940696	#	#	#	-9.4828819505599;-6.319525867500101	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.7587423164805199;1.68931669905038	-8.0364459215404;-5.5352623632796	#	#	#	-8.951482065363699;-4.8447004583085995	-0.0496493904381774;1.13360840437407	#	#	#	#	#	#	#	#	#	#	-11.60923660863175;-5.45674384393675	#	#	#	#	0.28841477405086;1.58251455561114	#	#	#	0.290812283393769;1.0420176940934165	#	#	-10.75520287601625;-7.573437790186749	0.5819781810662057;1.5560330659459138	#	0.21794600752640358;1.521895179190956	#	#	-10.4330644278375;-9.280554559668701	0.29135030965465347;0.8788048756633464	-10.9977051138825;-8.014259577077501	#	-10.3918994059435;-8.48957058808505	#	#	#	#	0.012791790215459953;0.87046476860054	home	1.0	1.0	1	55.0	29924	29738	0.2625	55.0	1	1
#	-0.03817501456102401;0.939490078813024	#	0.11614125397010999;0.61688710967189	-5.05023201584795;-1.8164653549320497	#	-4.2356001558707;-1.8199707785693002	0.19801242920130002;0.6529450798127	#	0.21818210302587498;0.9272450553861249	-3.8978049115841;-2.3456430079359003	0.27115359337541;1.11154574795286	#	#	#	#	-5.738879409624;-3.0810914284159994	0.22690011599176002;0.9630417841082399	-6.693410307049;-2.567293676971	#	#	-0.016822586097890002;1.0915929955338899	#	0.09723214138231995;1.18668556820568	-6.3200524660071995;-2.0518519023527997	-0.15637431690542009;0.80558964549142	-6.9826205564068005;-3.189132623733199	#	#	#	#	#	#	#	-6.5345753175586;-4.2837432156392	-0.36105534886398516;0.9787790662579852	#	#	-6.824688010062;-3.580102118958	-0.1083251281347587;-0.08583527746147013	#	#	#	#	#	#	#	0.004237524364514966;0.9434962735234851	#	#	#	#	#	#	#	-0.6087134259806396;1.0802353940148048	-8.730015167619399;-4.6644228793599005	#	-8.8682453130053;-6.8246239676547	0.25852282927161196;1.234543169914388	-9.2954076536502;-7.3167681320098	#	#	#	-9.207703577383;-7.7497536823169995	#	#	-0.1526260838791696;0.9131466172471696	-10.1151262345755;-7.0219737131445	#	#	#	#	#	#	#	#	-0.23784855930609605;0.698617537434096	#	#	cafe/restaurant	0.1	1.0	1	61.96483894253323	29739	29739	0.375	61.96483894253323	0	0
-5.19437792950125;-2.9083983754136247	-0.03817501456102401;0.939490078813024	#	#	#	0.07712725512188001;0.67467092674412	-4.2356001558707;-1.8199707785693002	-0.09944353465999989;0.9504010436739999	#	#	-3.8978049115841;-2.3456430079359003	0.27115359337541;1.11154574795286	#	#	#	0.34801956093814507;0.8481303726538549	-5.738879409624;-3.0810914284159994	0.036504324000119936;1.12134467701388	-6.693410307049;-2.567293676971	#	-5.5081029596424;-3.1178022603575997	#	#	#	#	-0.15637431690542009;0.80558964549142	-6.9826205564068005;-3.189132623733199	#	#	#	-7.31999474659305;-3.21097347940695	#	#	#	-6.5345753175586;-4.2837432156392	-0.36105534886398516;0.9787790662579852	-6.6821701090286005;-3.2777813769513995	#	#	-0.08583527746147013;0.7735360138414701	#	-0.30535923734465004;1.11648477419265	#	#	#	0.004232715984199997;0.7009140223557999	#	#	#	#	#	-0.03412115769996005;0.87447483205996	-9.27231551406075;-5.37188136059925	#	#	#	-8.730015167619399;-4.6644228793599005	-0.17128907459825993;1.0393203984742598	#	0.25852282927161196;1.234543169914388	-9.2954076536502;-7.3167681320098	#	-9.2052333746359;-6.8858151874041	#	-9.207703577383;-7.7497536823169995	#	#	#	-10.1151262345755;-7.0219737131445	#	#	#	#	#	#	#	-11.132288483698751;-8.45218656062125	#	#	#	cafe/restaurant	1.0	1.0	1	52.0	29839	29739	0.3875	52.0	2	2
-6.470430189385725;-4.496617492474275	0.10309945542084398;1.066387120951156	#	-0.03527241188733499;0.7158463716653349	-8.28788089148005;-4.199911716359949	#	#	#	#	#	-9.0980598011682;-5.67389999969385	#	#	-0.12375464650149998;0.99116317342024	#	-0.027833186641810004;0.9445307980156259	#	#	#	#	-7.007321801425;-5.347390760254999	#	#	#	-9.068851431395899;-5.2007946705841	#	-9.2536372251389;-5.022743983673199	#	#	#	#	#	#	#	#	0.4039218024866649;1.143830360091335	#	#	-9.966395185354;-7.5329557670259994	-0.3817930341351502;1.515072111125899	-10.0469031014585;-5.9614395045815	#	#	-0.45209186707693005;1.01256708302493	#	#	#	#	#	-0.5677045006114401;0.8524181439234402	#	#	#	#	#	-0.19125400572058993;1.09937796585859	#	#	#	#	#	#	-11.0637884168455;-8.774715180773756	#	#	-0.06728123343146097;1.1426788840874609	#	#	#	-0.1316901360191629;1.266978437975163	-11.8394254931057;-8.7176544334943	#	#	#	#	#	#	#	-12.1024121150726;-9.9950748681274	#	forest_path	1.0	1.0	1	35.0	29867	29740	0.275	35.0	1	1
-6.470430189385725;-4.496617492474275	#	#	-0.03527241188733499;0.7158463716653349	-8.28788089148005;-4.199911716359949	#	#	#	#	#	-9.0980598011682;-5.67389999969385	#	#	-0.12375464650149998;0.99116317342024	#	-0.027833186641810004;0.9445307980156259	#	#	#	#	-7.007321801425;-5.347390760254999	#	#	#	-9.068851431395899;-5.2007946705841	#	-9.2536372251389;-5.022743983673199	#	#	#	#	#	#	#	#	#	#	#	-9.966395185354;-7.5329557670259994	-0.3817930341351502;1.515072111125899	-10.0469031014585;-5.9614395045815	#	#	-0.45209186707693005;1.01256708302493	#	#	#	#	#	-0.5677045006114401;0.8524181439234402	#	#	#	#	#	-0.19125400572058993;1.09937796585859	#	#	#	#	#	#	-11.0637884168455;-8.774715180773756	#	#	-0.06728123343146097;1.1426788840874609	#	#	#	-0.1316901360191629;1.266978437975163	-11.8394254931057;-8.7176544334943	#	#	#	#	-0.02686483641482751;0.7824549147608275	#	#	-12.1024121150726;-9.9950748681274	#	forest_path	0.3276800000000001	0.8	1	23.4	29960	29740	0.2625	23.4	4	5
-6.470430189385725;-4.496617492474275	#	-7.6488168821379094;-4.84927795140209	-0.03527241188733499;0.7158463716653349	-8.28788089148005;-4.199911716359949	#	-8.7240823102358;-6.3336358497062	#	#	0.06271424790925001;0.7590630626396251	#	-0.23029329327373005;0.82983389415173	#	-0.12375464650149998;0.99116317342024	#	-0.05460278681867503;0.9445307980156259	#	#	#	#	#	#	#	-0.28564419868026997;0.6665737849111201	#	#	-9.2536372251389;-5.022743983673199	#	#	#	#	#	#	-0.36335000194648004;0.83448494950448	#	#	#	#	#	-0.3817930341351502;1.515072111125899	-10.0469031014585;-5.9614395045815	-0.18054949227971998;0.51943525186172	#	-0.45209186707693005;1.01256708302493	-9.5358277760458;-5.1432457229342	#	#	-0.558211023376115;0.900637672126115	-9.1740234959902;-6.9336204021112	#	#	#	#	#	-7.526116440953993;-6.277222928242442	-0.3728646251726949;1.09937796585859	#	#	#	-0.06704971534591403;0.601704962501914	#	-0.5427515739044619;0.845457614268462	-11.0637884168455;-8.774715180773756	-0.17259336435149508;0.6967464593254951	#	-0.06728123343146097;0.7187563949364609	-11.828150265059;-8.313096185341001	#	#	-0.1316901360191629;1.266978437975163	#	#	-11.7104449587925;-9.280402507607501	-0.2880453291028135;1.0439699708828134	#	-0.02686483641482751;0.7824549147608275	#	-0.5068283198956081;0.6550833186524081	#	#	forest_path	0.1	1.0	1	10.0	29741	29741	0.4	10.0	0	0
#	0.06752014756535599;0.541975266408644	#	#	#	#	#	#	#	#	-9.0980598011682;-2.6913385560876986	#	#	#	#	#	-9.216633980336809;-5.2367307628262	#	#	#	-7.007321801425;-5.347390760254999	-0.008076288569299983;0.96189875193298	#	#	-9.068851431395899;-5.2007946705841	#	#	#	#	0.16894548615648003;0.5884269758191351	#	#	-10.0454441772093;-5.7448502547586	#	#	#	-8.9472863380002;-5.959761532299799	#	-9.966395185354;-7.5329557670259994	-0.5307798298247202;0.87947049436472	#	#	#	-0.45209186707693005;0.7434421736744011	#	#	#	#	#	-0.5677045006114401;0.8524181439234402	#	#	#	-0.13975080497116005;0.44532872703116005	#	-0.19125400572058993;0.7391356520076899	-9.89529226222765;-7.60360389025235	-0.08204344833703997;0.5858790195650401	#	#	-9.102034854127888;-7.387707252562801	#	#	#	#	-0.4912037225824609;1.1426788840874609	#	-0.42854735207930456;0.8660253458153829	#	#	-11.8394254931057;-8.7176544334943	#	-11.85965809176;-9.131189374640002	#	-12.124328330164952;-9.17347402463505	#	#	#	-12.214657114141799;-9.8713661934063	#	forest_path	0.1	1.0	1	19.489942528	29741	29741	0.3	19.489942528	0	0
-5.4648304726868755;-0.36014246343312495	-0.046592330494267975;0.6866564895362679	-5.7537091789522;-1.8473757872278	#	#	#	#	-0.06528365431349997;0.8095868276314999	#	0.14450981413449995;0.6287479279415	#	#	#	-0.2481540619868599;0.85545849376286	-5.5016865468384;-3.6529647296415995	#	-7.4114372821362;-3.2918659112638	0.07555398466819996;0.78888474820416	#	0.255058105283575;0.8053893002724251	#	#	#	#	-7.0333379878113504;-4.56578453694865	-0.008561234540475027;0.6389145093804751	#	#	#	-0.29019290648545;0.88761731209745	#	#	#	-0.5091003414012351;0.679324501543565	#	-0.4084195657539402;0.9514123779519401	#	-0.3318157654744501;0.68152543166138	#	-0.4242970033688301;1.1401994500288302	#	-0.24830360192508005;1.3251745232494132	#	0.10974862238764499;0.8816634744683549	#	#	-9.731466076854002;-5.466111394226	#	#	#	#	-0.20813429395739996;0.8226067324118601	#	#	#	#	#	0.021576132707900042;0.6477534463661	-10.450595148915301;-8.4069738035647	#	#	0.18670053856721253;0.6970715636307874	#	#	-11.063705491537752;-7.47090039298225	-0.31618178379493095;1.085835495234931	#	#	-11.5776951315192;-9.456676259680801	#	#	-0.34138296341461244;1.0798780833806125	-11.839320333532498;-9.733498059195	#	-11.675163567449049;-10.198610579043992	-0.318519226531016;0.36730792586096705	#	#	-10.295867079696329;-9.8777139507329	-0.251489223571885;0.639171177058775	metro_station	1.0	1.0	1	55.0	29780	29742	0.4125	55.0	1	1
#	#	#	#	#	#	#	#	#	#	-8.2177240604852;-3.9194295580747998	#	-7.753121791496;-3.418719886484	#	#	#	-7.4114372821362;-3.2918659112638	-0.024745516556159974;0.78888474820416	-7.5180174337776995;-3.5294380247023005	0.255058105283575;0.8053893002724251	#	#	#	0.16220053107583998;0.77155583760416	#	#	-8.2635660127792;-3.9281512325807997	0.21021679267721993;0.83430795532478	#	#	#	#	-8.7540030009537;-4.244335502766299	#	#	#	-8.318390022218601;-4.9140012901414	-0.21337613215138;0.8400791395184501	-7.3627150680066835;-4.603819002166	#	#	#	-8.7229505670024;-5.730449651757601	#	#	#	#	-0.03919984313291508;0.8095414467693315	-9.2616139598516;-5.5197768899084	#	#	-0.29248834592986006;1.0308602375334	#	#	#	-0.03950680967201997;0.7098923996320199	#	#	#	#	#	#	-12.056312218764877;-8.8511922784776	#	#	#	#	0.10792218974724643;0.8745306238907535	#	#	#	#	#	-0.135345441895369;1.252952194709369	-11.675163567449049;-10.198610579043992	-0.10029904148496702;0.5447551747230159	#	#	-10.295867079696329;-9.8777139507329	-0.10304582346677504;0.639171177058775	park	0.0	0.0	1	55.0	29742	29742	0.3125	55.0	0	1
-4.2384478170113;0.08209492708144994	#	-5.4506863153522;-1.5443529236277997	-0.15743986602545496;0.7477545654354549	#	-0.06844328714247999;0.9809139391460799	#	#	#	#	-6.50565451233455;-2.74464682272545	#	#	#	-6.0340915293692;-4.302381009249244	#	#	#	#	#	-6.769188291407801;-4.484374341030497	#	#	#	-6.9414110898743;-1.0471014578078188	-0.24245891749327003;0.90449811459527	#	-0.21718448680108005;0.8996102253050801	-6.63113380725985;0.10144899386332362	#	#	#	#	#	#	-0.16301474185530007;1.0368369731793001	#	-0.16598169082799002;0.7076126928939901	#	#	#	-0.05285823160324998;0.85917030588635	#	#	-8.6832853695375;-5.453445624602501	0.249136343332585;0.719396225133415	#	-0.473222572249605;1.6942162805854868	#	-0.04756522977440003;0.7055301120244001	#	#	#	-0.15044053867226004;0.69276231627226	#	#	#	#	-9.9897838537108;-8.2223275550292	#	-10.2602015524507;-5.71305586946975	#	#	#	#	-0.16335955150599096;0.8545434045019911	-10.1773024231275;-8.989784152952499	#	-10.6191244278125;-8.4097297696475	#	#	#	#	#	#	#	#	-0.224522880452752;0.607891427760752	-11.7965575639823;-10.0631027318177	#	city_center	0.0006544696506532578	0.23076923076923078	1	32.101275648	29897	29743	0.325	32.101275648	3	13
-4.2384478170113;-0.4203864189385498	#	-5.7740686066677505;-0.8911518670122498	#	#	#	-5.8799547438419;-0.8354113720703005	0.09351751016144999;0.7759164860785499	#	#	-7.0394150090773495;-2.80081904142265	#	#	-0.09977315112751;0.90870039119551	-8.368137044532062;-2.6868198671252	#	#	#	#	0.20313206768652553;1.3555043469569767	#	-0.37153358572553996;1.01868256750754	-5.8920530681167005;-2.8077214485432997	#	#	#	#	-0.12760464548819;0.6771444852941899	-7.25512385803415;-2.7084614306258494	-0.2701350658973049;0.7898941308273049	#	-0.13443577405000007;0.681199303992	-7.0248278557393;-2.7843942380407003	#	-6.034766567872399;-3.6569060166075995	#	#	#	-5.993974150094;-4.236490125745999	#	-7.8334737651056;-1.1403764564459635	#	-7.9901802291514;-4.0015958373736	-0.08099949546248508;1.363866766124485	#	#	-8.487241753984001;-4.0704997311916	0.08205524508708495;0.7415347923689151	-8.2109121590522;-2.7283094004482304	#	#	#	#	#	#	0.2732516611637501;0.49941254165057	#	#	#	-0.026884048861316234;0.866777213079998	#	#	#	#	#	0.019380080990650028;0.97966588854535	#	#	-9.495610253389199;-6.796181020440887	#	#	#	-11.50440073125;-9.05297362935	#	#	#	#	#	#	#	city_center	0.1043582467665522	0.6363636363636364	1	48.923712	29980	29744	0.35	48.923712	7	11
#	#	#	#	-5.498268326899;-1.5370510909638497	-0.020521030271060003;0.69321168861106	#	#	#	0.0013816766898750443;0.710444629050125	#	#	#	#	#	0.032052305028295036;1.049519128863705	#	#	#	#	#	#	#	-0.18135134299180006;1.0188939577458	#	-0.11473364391600505;0.899549752912665	-5.5877039990001;-2.3583701561017	#	#	#	#	#	#	#	#	-0.1878876306057501;1.0368369731793001	-6.1985947732744;-2.8089083006888003	#	#	#	#	#	-5.7472213712664;-4.0912296579966005	#	-8.116485222281899;-3.3363223997781004	0.249136343332585;0.719396225133415	#	#	#	#	-9.980457124700584;-4.1190517761006005	0.16220508992056998;0.71975262909143	#	-0.1648772186181;1.0121872480068401	#	#	#	-0.17227516507883;0.64175534267683	#	#	-10.637749559645;-6.873395694167	#	-10.505232833688;-6.9600122772402	#	#	#	#	#	#	-0.3530470241943634;0.9107092673565715	-11.523598716489001;-7.6689581608078	#	#	#	#	#	#	-0.317210698166352;0.9487527289083519	#	-0.19560624211948996;0.82700384749349	city_center	0.008894625649883995	0.3888888888888889	1	51.6225351442432	29998	29744	0.275	51.6225351442432	7	18
-3.0353611809646766;-0.6991974639287	0.03612090947126001;0.82687944087674	-4.60789380829043;-2.0687771036695697	#	#	-0.06844328714247999;0.9809139391460799	-5.5297917136637;-2.4947701883363003	-0.14048321981672304;0.8429381208182001	#	-0.16402305243974996;0.90821848527575	#	#	-7.3519414651745;-2.8971395072455	#	#	#	-5.4035706418281;-1.5954061690933998	-0.15763563982208;0.7334832215820799	-5.324732100176901;-2.7975628056249002	-0.13794831035270005;0.747463170421075	-5.391753005945601;-3.1342467899544	#	-6.4364338298855;-2.8271095942145	-0.09534914723440002;0.7355899071224	#	#	-5.0930428696799;0.2486227246328605	0.10680622860828998;0.78016774620171	#	-0.14367012635116;0.7985780485151599	#	-0.23896849574114015;0.85398250883514	#	#	#	-0.16301474185530007;1.0368369731793001	-7.8080190587552005;-3.0835612264847994	-0.014008147356260048;0.78523253612572	#	#	#	#	#	#	#	0.07682267137191001;0.80833804306209	#	-0.056714256783385014;0.7415347923689151	-9.0824975406336;-6.221750818196372	-0.10092438382340008;0.9590457856406001	-8.558338611737799;-5.2399872428422	-0.40046949095349005;0.8591749493954901	#	#	#	0.15214442762065006;0.77664376870735	#	#	-10.1528532264285;-6.5627076197314995	0.07581733460115403;0.853018716964846	-9.692843800075998;-8.541909336289299	#	-10.505232833688;-6.9600122772402	#	#	#	#	-0.1474044996763046;1.1053458683143045	#	-0.2659730160119675;0.9625872179019674	#	#	-10.5416319454225;-9.1347652631575	-0.05387073571114753;0.6027565248451475	#	#	#	#	-11.1556163755785;-9.6260974060215	#	city_center	0.03125	0.5	1	34.75	29927	29745	0.475	34.75	2	4
-6.13309691938737;-0.6991974639287	#	-4.60789380829043;-2.0687771036695697	#	#	-0.06844328714247999;0.9809139391460799	-5.5297917136637;-2.4947701883363003	-0.14048321981672304;0.8429381208182001	#	-0.16402305243974996;0.90821848527575	#	#	#	#	#	#	-5.4035706418281;-1.5954061690933998	-0.15763563982208;0.7334832215820799	-5.324732100176901;-2.7975628056249002	-0.13794831035270005;0.747463170421075	-5.391753005945601;-3.1342467899544	#	#	-0.09534914723440002;0.7355899071224	#	#	-5.0930428696799;0.2486227246328605	0.10680622860828998;0.78016774620171	#	-0.14367012635116;0.7985780485151599	#	-0.23896849574114015;0.85398250883514	#	#	#	-0.16301474185530007;1.0368369731793001	-7.8080190587552005;-3.0835612264847994	-0.014008147356260048;0.78523253612572	#	#	#	#	#	#	#	0.07682267137191001;0.80833804306209	-7.784564652019601;-5.094110159900399	-0.056714256783385014;0.7415347923689151	-9.0824975406336;-6.221750818196372	-0.10092438382340008;0.9590457856406001	-8.558338611737799;-5.2399872428422	-0.40046949095349005;0.8591749493954901	#	#	#	0.15214442762065006;0.77664376870735	-9.23420340272595;-6.07538970081405	#	-10.1528532264285;-6.5627076197314995	0.07581733460115403;0.853018716964846	-9.692843800075998;-8.541909336289299	#	-10.505232833688;-6.9600122772402	#	#	-0.4078242185239785;0.8211601597765981	#	-0.1474044996763046;1.1053458683143045	#	-0.2659730160119675;0.9625872179019674	#	#	-10.5416319454225;-9.1347652631575	-0.05387073571114753;0.6027565248451475	#	#	#	-0.21024593100412803;1.038375531316128	-11.1556163755785;-9.6260974060215	#	city_center	0.010240000000000003	0.4	1	32.6	29927	29745	0.4875	32.6	2	5
-8.083146130136676;-3.2515236614487497	0.48102171084056394;0.869212262621436	#	#	#	#	-8.8830173367767;-3.3141179521775994	0.22464813911525006;1.513709472388	#	#	#	0.20303128105127;1.2737964155800048	#	-0.03690492122624989;1.39018028017425	-8.9983059799964;-6.8308390219036	0.06995464630431503;1.4602632753417701	-9.5550073915264;-5.302546621593599	#	-8.483255891796;-5.732511471744	0.49787284987735003;1.5480324314830751	#	0.62268939296411;1.73110497459589	-8.8350433580399;-4.963222814320099	0.5936069425263999;1.61431078995688	-8.44288555268715;-6.242094637052849	0.31682324270011;0.94579967965189	#	#	#	0.18333410922022497;1.277015026475775	#	#	-10.2110508939914;-5.230224104948601	-0.20953975034306357;0.67730185277209	-8.7903404080396;-3.9786721321954	#	#	#	-8.985920376683001;-5.132974630997	#	#	#	#	#	#	#	#	#	#	-0.26588283169816007;1.3263758909621601	#	#	-10.785118535096;-5.3675492486195004	0.010024581001039923;0.93926854359296	#	-0.03506284045491498;0.943319460580915	-10.183378002818;-7.705877060142	#	-10.8044037301588;-7.932287244801199	#	-10.7437363913592;-8.104898786965501	#	-11.166622897626699;-7.9693340608428	#	-10.02071082833325;-7.573437790186749	#	#	#	-11.46875953098065;-8.77329804801935	#	#	#	#	-0.46273869913573956;1.7724773011565924	#	#	-10.86039360440945;-8.914912660848882	-0.4561319837296801;0.7578055490816801	#	#	home	0.01163762760962083	0.6407925407925408	1	28.45596167780233	29746	29746	0.425	28.45596167780233	0	0
#	#	#	0.464741878640315;1.4989383398212621	-7.3679213230572005;-4.4392269886428	#	#	#	-8.8182425693495;-4.7639560259105	#	#	#	#	#	#	#	#	#	#	0.43069333862692494;1.7088947034004	-12.39953459456537;-5.6622114745998	#	#	#	#	0.06682502260355994;2.2794735920017803	#	0.33366125647322;0.95775241912078	#	#	-9.2300077074026;-5.727235479637399	#	#	#	-8.2448337094646;-6.2726057067004	0.11584978834721493;0.6557830601127851	-9.3364825301468;-5.0288886242532	#	#	#	#	#	-9.5207234860784;-5.873393613727201	0.05596492778829998;1.2435262386816999	-9.321108663396199;-5.9620753286638	#	#	#	-10.186648899203;-5.993210803577	#	#	#	#	#	#	#	#	-0.0031446412652599287;1.2074648318072598	#	#	#	-0.019916577750674402;0.8579215853586744	#	#	-10.25569843490725;-7.573437790186749	-0.056286297985538025;0.980822374173538	-11.5153443765185;-8.1427924892215	#	-10.844950613158899;-8.48706935119585	-0.011568603088578933;0.782270317286579	-11.261425009524899;-9.1949005052751	0.15716863414011595;2.030391020419035	#	-0.30540740256369553;0.7942334853577395	#	-0.5760541161916125;0.7728121357678125	#	#	#	-0.343383624128885;0.695720176606885	home	0.0	0.0	1	31.5	29746	29746	0.3375	31.5	0	2
